,Sentence,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
574,"But there was nothing—only the picture of Dan Cody, a token of forgotten violence, staring down from the wall.",-0.7184,0.0,0.273,0.727,0,1,0
575,This has been one of the most terrible shocks of  my life to me I hardly can believe it that it is true at all.,-0.5379,0.093,0.209,0.698,0,1,0
576,Such a  mad act as that man did should make us all think.,-0.4939,0.0,0.225,0.775,0,1,0
577,You never can tell in these hick towns—” “Hello!” I interrupted breathlessly.,-0.3595,0.0,0.199,0.801,0,1,0
578,"Mr. Gatsby’s dead.” There was a long silence on the other end of the wire, followed by an exclamation … then a quick squawk as the connection was broken.",-0.4767,0.0,0.11,0.89,0,1,0
579,It said only that the sender was leaving immediately and to postpone the funeral until he came.,-0.5267,0.0,0.227,0.773,0,1,0
580,"It was Gatsby’s father, a solemn old man, very helpless and dismayed, bundled up in a long cheap ulster against the warm September day.",-0.7056,0.069,0.28,0.651,0,1,0
581,"His eyes leaked continuously with excitement, and when I took the bag and umbrella from his hands he began to pull so incessantly at his sparse grey beard that I had difficulty in getting off his coat.",-0.0772,0.11,0.117,0.773,0,1,0
582,"He was on the point of collapse, so I took him into the music-room and made him sit down while I sent for something to eat.",-0.4939,0.0,0.122,0.878,0,1,0
583,"Some little boys had come up on the steps and were looking into the hall; when I told them who had arrived, they went reluctantly away.",-0.1027,0.0,0.055,0.945,0,1,0
584,"After a little while Mr. Gatz opened the door and came out, his mouth ajar, his face flushed slightly, his eyes leaking isolated and unpunctual tears.",-0.4939,0.0,0.154,0.846,0,1,0
585,"He’d of helped build up the country.” “That’s true,” I said, uncomfortably.",-0.4019,0.0,0.213,0.787,0,1,0
586,"That night an obviously frightened person called up, and demanded to know who I was before he would give his name.",-0.5859,0.0,0.211,0.789,0,1,0
587,They were hard to find.,-0.1027,0.0,0.259,0.741,0,1,0
588,"“Of course I’m not likely to see anybody, but if I do.” His tone made me suspicious.",-0.5023,0.0,0.178,0.822,0,1,0
589,"What I called up about is—” “Wait a minute,” I interrupted.",-0.296,0.0,0.239,0.761,0,1,0
590,I wonder if it’d be too much trouble to have the butler send them on.,-0.4019,0.0,0.172,0.828,0,1,0
591,"You see, they’re tennis shoes, and I’m sort of helpless without them.",-0.5095,0.0,0.23,0.77,0,1,0
592,After that I felt a certain shame for Gatsby—one gentleman to whom I telephoned implied that he had got what he deserved.,-0.25,0.095,0.14,0.766,0,1,0
593,The morning of the funeral I went up to New York to see Meyer Wolfshiem; I couldn’t seem to reach him any other way.,-0.34,0.047,0.106,0.847,0,1,0
594,"But when I’d shouted “hello” several times in vain, an argument broke out behind a partition, and presently a lovely Jewess appeared at an interior door and scrutinized me with black hostile eyes.",-0.7096,0.094,0.264,0.642,0,1,0
595,"He drew me into his office, remarking in a reverent voice that it was a sad time for all of us, and offered me a cigar.",-0.4767,0.0,0.124,0.876,0,1,0
596,“A young major just out of the army and covered over with medals he got in the war.,-0.5994,0.0,0.187,0.813,0,1,0
597,He was so hard up he had to keep on wearing his uniform because he couldn’t buy some regular clothes.,-0.2183,0.0,0.089,0.911,0,1,0
598,It’s all over now.” “When a man gets killed I never like to get mixed up in it in any way.,-0.7657,0.0,0.28,0.72,0,1,0
599,"When I was a young man it was different—if a friend of mine died, no matter how, I stuck with them to the end.",-0.5423,0.159,0.288,0.554,0,1,0
600,“Jimmy sent me this picture.” He took out his wallet with trembling fingers.,-0.3612,0.0,0.172,0.828,0,1,0
601,"“Look there.” It was a photograph of the house, cracked in the corners and dirty with many hands.",-0.4404,0.0,0.153,0.847,0,1,0
602,"Of course we was broke up when he run off from home, but I see now there was a reason for it.",-0.2263,0.0,0.091,0.909,0,1,0
603,"Baseball and sports                            4:30-5:00 ”     Practise elocution, poise and how to attain it 5:00-6:00 ”     Study needed inventions                        7:00-9:00 ”                General Resolves   * No wasting time at Shafters or [a name, indecipherable]   * No more smokeing or chewing.",-0.6597,0.045,0.188,0.767,0,1,0
604,"And as the time passed and the servants came in and stood waiting in the hall, his eyes began to blink anxiously, and he spoke of the rain in a worried, uncertain way.",-0.6486,0.0,0.178,0.822,0,1,0
605,"About five o’clock our procession of three cars reached the cemetery and stopped in a thick drizzle beside the gate—first a motor hearse, horribly black and wet, then Mr. Gatz and the minister and me in the limousine, and a little later four or five servants and the postman from West Egg, in Gatsby’s station wagon, all wet to the skin.",-0.5994,0.023,0.086,0.891,0,1,0
606,As we started through the gate into the cemetery I heard a car stop and then the sound of someone splashing after us over the soggy ground.,-0.296,0.0,0.084,0.916,0,1,0
607,"I don’t know how he knew about the funeral, or even his name.",-0.3612,0.0,0.185,0.815,0,1,0
608,"The rain poured down his thick glasses, and he took them off and wiped them to see the protecting canvas unrolled from Gatsby’s grave.",-0.3818,0.0,0.102,0.898,0,1,0
609,"Dimly I heard someone murmur “Blessed are the dead that the rain falls on,” and then the owl-eyed man said “Amen to that,” in a brave voice.",-0.2263,0.111,0.14,0.749,0,1,0
610,"“The poor son-of-a-bitch,” he said.",-0.4767,0.0,0.437,0.563,0,1,0
611,"I remember the fur coats of the girls returning from Miss This-or-That’s and the chatter of frozen breath and the hands waving overhead as we caught sight of old acquaintances, and the matchings of invitations: “Are you going to the Ordways’?",-0.1531,0.0,0.039,0.961,0,1,0
612,"We drew in deep breaths of it as we walked back from dinner through the cold vestibules, unutterably aware of our identity with this country for one strange hour, before we melted indistinguishably into it again.",-0.2023,0.0,0.049,0.951,0,1,0
613,"I see it as a night scene by El Greco: a hundred houses, at once conventional and grotesque, crouching under a sullen, overhanging sky and a lustreless moon.",-0.4019,0.0,0.109,0.891,0,1,0
614,In the foreground four solemn men in dress suits are walking along the sidewalk with a stretcher on which lies a drunken woman in a white evening dress.,-0.4767,0.0,0.151,0.849,0,1,0
615,Gravely the men turn in at a house—the wrong house.,-0.6808,0.0,0.444,0.556,0,1,0
616,"But no one knows the woman’s name, and no one cares.",-0.1027,0.195,0.286,0.519,0,1,0
617,"After Gatsby’s death the East was haunted for me like that, distorted beyond my eyes’ power of correction.",-0.802,0.095,0.37,0.534,0,1,0
618,"There was one thing to be done before I left, an awkward, unpleasant thing that perhaps had better have been let alone.",-0.4215,0.109,0.252,0.639,0,1,0
619,But I wanted to leave things in order and not just trust that obliging and indifferent sea to sweep my refuse away.,-0.7097,0.0,0.317,0.683,0,1,0
620,"For just a minute I wondered if I wasn’t making a mistake, then I thought it all over again quickly and got up to say goodbye.",-0.34,0.0,0.107,0.893,0,1,0
621,"I don’t give a damn about you now, but it was a new experience for me, and I felt a little dizzy for a while.” We shook hands.",-0.5204,0.0,0.22,0.78,0,1,0
622,"“Oh, and do you remember”—she added—“a conversation we had once about driving a car?” “Why—not exactly.” “You said a bad driver was only safe until she met another bad driver?",-0.6662,0.082,0.209,0.709,0,1,0
623,"Well, I met another bad driver, didn’t I?",-0.34,0.198,0.33,0.472,0,1,0
624,I mean it was careless of me to make such a wrong guess.,-0.6808,0.0,0.384,0.616,0,1,0
625,"He was walking ahead of me along Fifth Avenue in his alert, aggressive way, his hands out a little from his body as if to fight off interference, his head moving sharply here and there, adapting itself to his restless eyes.",-0.4767,0.049,0.142,0.809,0,1,0
626,Just as I slowed up to avoid overtaking him he stopped and began frowning into the windows of a jewellery store.,-0.6705,0.0,0.289,0.711,0,1,0
627,Do you object to shaking hands with me?” “Yes.,-0.1779,0.0,0.175,0.825,0,1,0
628,"You know what I think of you.” “You’re crazy, Nick,” he said quickly.",-0.34,0.0,0.179,0.821,0,1,0
629,“Crazy as hell.,-0.6808,0.0,0.697,0.303,0,1,0
630,"I don’t know what’s the matter with you.” “Tom,” I inquired, “what did you say to Wilson that afternoon?” He stared at me without a word, and I knew I had guessed right about those missing hours.",-0.2732,0.033,0.066,0.901,0,1,0
631,He was crazy enough to kill me if I hadn’t told him who owned the car.,-0.7964,0.0,0.353,0.647,0,1,0
632,"“And if you think I didn’t have my share of suffering—look here, when I went to give up that flat and saw that damn box of dog biscuits sitting there on the sideboard, I sat down and cried like a baby.",-0.1531,0.109,0.123,0.767,0,1,0
633,It was all very careless and confused.,-0.6549,0.0,0.517,0.483,0,1,0
634,"They were careless people, Tom and Daisy—they smashed up things and creatures and then retreated back into their money or their vast carelessness, or whatever it was that kept them together, and let other people clean up the mess they had made … I shook hands with him; it seemed silly not to, for I felt suddenly as though I were talking to a child.",-0.6124,0.057,0.132,0.811,0,1,0
635,Gatsby’s house was still empty when I left—the grass on his lawn had grown as long as mine.,-0.2023,0.0,0.101,0.899,0,1,0
636,"One of the taxi drivers in the village never took a fare past the entrance gate without stopping for a minute and pointing inside; perhaps it was he who drove Daisy and Gatsby over to East Egg the night of the accident, and perhaps he had made a story about it all his own.",-0.3931,0.027,0.058,0.915,0,1,0
637,I didn’t want to hear it and I avoided him when I got off the train.,-0.2732,0.088,0.163,0.748,0,1,0
638,"One night I did hear a material car there, and saw its lights stop at his front steps.",-0.296,0.0,0.128,0.872,0,1,0
639,"On the last night, with my trunk packed and my car sold to the grocer, I went over and looked at that huge incoherent failure of a house once more.",-0.25,0.073,0.104,0.823,0,1,0
640,"On the white steps an obscene word, scrawled by some boy with a piece of brick, stood out clearly in the moonlight, and I erased it, drawing my shoe raspingly along the stone.",-0.2732,0.076,0.107,0.817,0,1,0
641,"He had come a long way to this blue lawn, and his dream must have seemed so close that he could hardly fail to grasp it.",-0.2975,0.071,0.114,0.815,0,1,0
642,"It eluded us then, but that’s no matter—tomorrow we will run faster, stretch out our arms further … And one fine morning— So we beat on, boats against the current, borne back ceaselessly into the past.",-0.1531,0.058,0.074,0.868,0,1,0
