,Word/Token,Count
4831,pipeline,1
4832,Canada,1
4833,attached,1
4834,secretly,1
4835,inventions,2
4836,Gatz,10
4837,Dakota,1
4838,Gatz—that,1
4839,legally,1
4840,seventeen,1
4841,specific,1
4842,witnessed,1
4843,career—when,1
4844,yacht,4
4845,anchor,2
4846,insidious,1
4847,Superior,3
4848,torn,2
4849,jersey,1
4850,pants,1
4851,rowboat,1
4852,Tuolomee,2
4853,catch,1
4854,ready,3
4855,parents,4
4856,shiftless,1
4857,unsuccessful,1
4858,people—his,1
4859,imagination,2
4860,truth,4
4861,Platonic,1
4862,conception,3
4863,God—a,1
4864,means,2
4865,that—and,1
4866,vast,3
4867,vulgar,2
4868,meretricious,1
4869,seventeen-year-old,1
4870,invent,2
4871,faithful,1
4872,south,2
4873,clam-digger,1
4874,salmon-fisher,1
4875,capacity,2
4876,food,2
4877,hardening,1
4878,naturally,3
4879,half-fierce,1
4880,half-lazy,1
4881,bracing,1
4882,spoiled,1
4883,virgins,1
4884,ignorant,1
4885,others,3
4886,hysterical,1
4887,self-absorption,1
4888,riot,1
4889,conceits,1
4890,universe,2
4891,ineffable,1
4892,gaudiness,1
4893,spun,1
4894,brain,3
4895,ticked,1
4896,washstand,1
4897,soaked,1
4898,tangled,2
4899,Each,2
4900,pattern,1
4901,fancies,1
4902,drowsiness,1
4903,oblivious,1
4904,embrace,1
4905,reveries,1
4906,provided,2
4907,outlet,1
4908,satisfactory,1
4909,unreality,1
4910,reality,2
4911,securely,1
4912,fairy,1
4913,wing,1
4914,future,5
4915,glory,1
4916,led,1
4917,Lutheran,2
4918,St.,2
4919,Olaf,1
4920,southern,1
4921,Minnesota,2
4922,dismayed,2
4923,indifference,1
4924,destiny,3
4925,despising,1
4926,searching,2
4927,shallows,1
4928,product,1
4929,Nevada,1
4930,fields,3
4931,Yukon,1
4932,seventy-five,1
4933,transactions,1
4934,Montana,1
4935,copper,1
4936,millionaire,1
4937,physically,3
4938,robust,1
4939,soft-mindedness,1
4940,suspecting,1
4941,separate,1
4942,savoury,1
4943,ramifications,1
4944,Ella,3
4945,Kaye,3
4946,newspaper,7
4947,Madame,2
4948,Maintenon,1
4949,weakness,1
4950,common,5
4951,property,1
4952,turgid,1
4953,journalism,1
4954,1902,1
4955,coasting,1
4956,hospitable,1
4957,shores,1
4958,Girl,1
4959,Bay,1
4960,oars,1
4961,railed,1
4962,deck,1
4963,glamour,1
4964,Cody—he,1
4965,brand,1
4966,extravagantly,1
4967,Duluth,1
4968,pairs,2
4969,Indies,1
4970,Barbary,1
4971,Coast,1
4972,employed,1
4973,capacity—while,1
4974,steward,1
4975,mate,1
4976,skipper,1
4977,secretary,1
4978,jailor,1
4979,lavish,1
4980,doings,1
4981,contingencies,1
4982,reposing,1
4983,lasted,2
4984,Continent,1
4985,indefinitely,1
4986,board,1
4987,Boston,1
4988,inhospitably,1
4989,portrait,1
4990,pioneer,1
4991,debauchee,1
4992,Eastern,2
4993,seaboard,1
4994,savage,2
4995,frontier,1
4996,brothel,1
4997,saloon,1
4998,indirectly,1
4999,rub,1
5000,letting,1
5001,liquor,3
5002,money—a,1
5003,legacy,1
5004,twenty-five,1
5005,legal,1
5006,device,1
5007,millions,2
5008,intact,1
5009,singularly,1
5010,education,1
5011,substantiality,1
5012,exploding,1
5013,antecedents,1
5014,Moreover,1
5015,believing,1
5016,misconceptions,1
5017,association,1
5018,phone—mostly,1
5019,trotting,1
5020,ingratiate,1
5021,senile,1
5022,aunt—but,1
5023,horseback—Tom,1
5024,Sloane,10
5025,riding-habit,1
5026,previously,1
5027,delighted,3
5028,in.,2
5029,Sit,2
5030,cigar.,1
5031,ringing,1
5032,minute.,2
5033,profoundly,2
5034,realizing,2
5035,lemonade,1
5036,Nothing,2
5037,sorry—,1
5038,roads,1
5039,automobiles—,1
5040,Moved,1
5041,impulse,2
5042,gruffly,1
5043,well.,4
5044,lounged,1
5045,either—until,1
5046,Certainly,2
5047,Be,2
5048,ver,1
5049,gratitude,2
5050,Well—think,1
5051,you—why,1
5052,Both,1
5053,said—but,2
5054,Lots,2
5055,questioningly,1
5056,concentrating,1
5057,horse,2
5058,aside,4
5059,soul,2
5060,old-fashioned,1
5061,fish.,1
5062,trotted,1
5063,disappearing,1
5064,foliage,1
5065,overcoat,1
5066,perturbed,1
5067,oppressiveness—it,1
5068,stands,1
5069,profusion,1
5070,many-keyed,1
5071,commotion,1
5072,unpleasantness,2
5073,pervading,2
5074,harshness,1
5075,grown,3
5076,accept,1
5077,standards,1
5078,figures,2
5079,consciousness,2
5080,invariably,2
5081,saddening,1
5082,expended,1
5083,powers,1
5084,adjustment,1
5085,tricks,1
5086,excite,1
5087,kiss,3
5088,giving,3
5089,green—,1
5090,marvellous—,1
5091,about.,2
5092,roamed,1
5093,lady.,1
5094,indicated,1
5095,orchid,1
5096,state,1
5097,white-plum,2
5098,accompanies,1
5099,recognition,1
5100,hitherto,1
5101,celebrity,1
5102,bending,3
5103,director.,1
5104,ceremoniously,1
5105,Buchanan—,1
5106,player.,1
5107,pleased,1
5108,player,2
5109,celebrities,1
5110,man—what,1
5111,—with,2
5112,nose.,1
5113,producer,1
5114,anyhow.,1
5115,in—in,1
5116,oblivion.,1
5117,danced,1
5118,conservative,1
5119,foxtrot—I,1
5120,watchfully,1
5121,flood,1
5122,God.,1
5123,oblivion,1
5124,stuff.,1
5125,genially,2
5126,addresses,1
5127,pencil.,1
5128,particularly,1
5129,tipsy,1
5130,fault—Gatsby,1
5131,amused,2
5132,septic,1
5133,unsuccessfully,2
5134,slump,1
5135,inquiry,1
5136,massive,1
5137,lethargic,1
5138,urging,1
5139,club,1
5140,defence,1
5141,starts,2
5142,screaming,1
5143,affirmed,1
5144,yelling,1
5145,Doc,1
5146,needs,1
5147,Doc.,1
5148,stuck,3
5149,pool.,1
5150,mumbled,2
5151,Jersey.,1
5152,countered,1
5153,Speak,1
5154,shakes,1
5155,operate,1
5156,watching,1
5157,director,1
5158,ray,1
5159,attain,2
5160,stoop,1
5161,ultimate,1
5162,lovely.,1
5163,her—and,1
5164,inarguably,1
5165,appalled,1
5166,unprecedented,1
5167,begotten,1
5168,fishing,1
5169,village—appalled,1
5170,vigour,1
5171,chafed,1
5172,euphemisms,1
5173,obtrusive,1
5174,fate,1
5175,herded,1
5176,inhabitants,1
5177,volleying,1
5178,dressing-room,1
5179,procession,2
5180,shadows,3
5181,rouged,1
5182,imagined,2
5183,newly,1
5184,bootleggers,1
5185,pebbles,2
5186,crunched,1
5187,menagerie,1
5188,stirred,1
5189,haze,1
5190,fur,2
5191,interested.,2
5192,was.,1
5193,shower,1
5194,rhythmic,1
5195,bringing,2
5196,sweetly,1
5197,magic,2
5198,force,4
5199,object.,1
5200,owned,2
5201,drugstores,4
5202,himself.,1
5203,dilatory,2
5204,rolling,1
5205,sought,2
5206,Three,2
5207,Clock,1
5208,Morning,1
5209,neat,1
5210,waltz,1
5211,casualness,1
5212,possibilities,1
5213,totally,1
5214,absent,1
5215,incalculable,1
5216,unbelievable,1
5217,marvelled,1
5218,authentically,1
5219,radiant,3
5220,magical,1
5221,encounter,1
5222,blot,1
5223,unwavering,1
5224,devotion,1
5225,chilled,1
5226,exalted,1
5227,extinguished,2
5228,guestrooms,1
5229,tired,3
5230,did.,1
5231,guessed,6
5232,unutterable,3
5233,depression,1
5234,understand.,1
5235,dismissed,2
5236,unimportant.,1
5237,obliterated,1
5238,decide,1
5239,measures,1
5240,house—just,1
5241,hours—,1
5242,path,2
5243,fruit,1
5244,rinds,1
5245,discarded,1
5246,favours,1
5247,ventured,1
5248,past.,3
5249,lurking,1
5250,fix,1
5251,determinedly,1
5252,recover,1
5253,loving,1
5254,disordered,1
5255,return,1
5256,mysterious,2
5257,changes,1
5258,quiet,4
5259,humming,1
5260,bustle,1
5261,Out,1
5262,blocks,1
5263,ladder,1
5264,trees—he,1
5265,climb,1
5266,climbed,1
5267,suck,1
5268,pap,1
5269,gulp,1
5270,incomparable,1
5271,faster,3
5272,wed,1
5273,visions,1
5274,perishable,1
5275,romp,1
5276,tuning-fork,1
5277,blossomed,1
5278,flower,2
5279,incarnation,1
5280,Through,3
5281,appalling,1
5282,sentimentality,1
5283,something—an,1
5284,elusive,1
5285,fragment,2
5286,struggling,2
5287,wisp,2
5288,uncommunicable,1
5289,highest,1
5290,night—and,1
5291,career,1
5292,Trimalchio,1
5293,expectantly,2
5294,sulkily,1
5295,Wondering,1
5296,sick,10
5297,out—an,1
5298,villainous,1
5299,squinted,1
5300,suspiciously,2
5301,Nope.,1
5302,sir,2
5303,grudging,1
5304,rudely,1
5305,Carraway.,2
5306,Abruptly,1
5307,slammed,1
5308,servant,1
5309,bribed,1
5310,tradesmen,1
5311,moderate,1
5312,supplies,1
5313,grocery,1
5314,reported,1
5315,pigsty,2
5316,general,1
5317,Going,4
5318,fired,1
5319,servants.,1
5320,often—in,1
5321,afternoons.,1
5322,caravansary,1
5323,disapproval,1
5324,brothers,1
5325,sisters,1
5326,hotel.,1
5327,request—would,1
5328,telephoned,3
5329,relieved,3
5330,choose,1
5331,occasion,1
5332,scene—especially,1
5333,harrowing,1
5334,outlined,1
5335,broiling,1
5336,warmest,1
5337,tunnel,1
5338,whistles,1
5339,National,1
5340,Biscuit,1
5341,Company,2
5342,simmering,1
5343,combustion,1
5344,perspired,1
5345,shirtwaist,2
5346,dampened,1
5347,despairingly,1
5348,heat,13
5349,pocketbook,1
5350,slapped,1
5351,gasped,1
5352,weary,1
5353,bend,2
5354,extreme,1
5355,indicate,1
5356,it—but,1
5357,conductor,1
5358,commutation,1
5359,stain,1
5360,flushed,3
5361,pyjama,1
5362,carrying,2
5363,bell,1
5364,master,1
5365,mouthpiece,1
5366,madame,1
5367,furnish,1
5368,it—it,1
5369,hats,2
5370,expects,1
5371,salon,1
5372,needlessly,1
5373,indicating,1
5374,affront,1
5375,shadowed,1
5376,awnings,1
5377,idols,1
5378,weighing,1
5379,fans,1
5380,tan,1
5381,Thomas,1
5382,athlete,1
5383,Simultaneously,1
5384,carpet,2
5385,gazed,2
5386,sweet,2
5387,gust,3
5388,powder,2
5389,bosom,1
5390,rumour,1
5391,telephone.,1
5392,annoyance,1
5393,obligations,1
5394,bothering,2
5395,Holding,2
5396,cynically,1
5397,flung,1
5398,well-concealed,1
5399,dislike,1
5400,Make,1
5401,kissing,1
5402,clog,1
5403,fireplace,1
5404,guiltily,1
5405,freshly,1
5406,laundered,1
5407,leading,1
5408,Bles-sed,1
5409,pre-cious,2
5410,crooned,1
5411,loves,3
5412,relinquished,1
5413,rooted,1
5414,shyly,1
5415,bles-sed,1
5416,yellowy,1
5417,Stand,1
5418,say—How-de-do.,1
5419,Afterward,1
5420,existence,1
5421,off.,1
5422,wrinkle,1
5423,dream,5
5424,dream.,1
5425,Aunt,1
5426,faced,2
5427,Daddy,3
5428,face.,1
5429,step,6
5430,Pammy.,1
5431,Goodbye,2
5432,sweetheart,1
5433,well-disciplined,1
5434,preceding,1
5435,gin,1
5436,rickeys,1
5437,clicked,2
5438,tension,1
5439,greedy,1
5440,swallows,1
5441,hotter,1
5442,seems,1
5443,sun—or,1
5444,minute—it,1
5445,opposite—the,1
5446,colder,1
5447,place.,1
5448,stagnant,1
5449,sail,1
5450,crawled,1
5451,fresher,1
5452,rose-beds,1
5453,weedy,1
5454,refuse,2
5455,dog-days,1
5456,Slowly,1
5457,Ahead,1
5458,scalloped,1
5459,ocean,1
5460,abounding,1
5461,blessed,1
5462,isles,1
5463,darkened,1
5464,ale,4
5465,morbid,2
5466,Life,1
5467,gets,4
5468,struggled,1
5469,moulding,1
5470,senselessness,1
5471,garage.,1
5472,insistently,1
5473,Ah,1
5474,cool.,1
5475,astounded,1
5476,resemble,1
5477,man—,1
5478,on—we,1
5479,town.,3
5480,temper,1
5481,cracked,2
5482,self-control,1
5483,Like,3
5484,Aren,1
5485,smoked,1
5486,lunch.,1
5487,fun,1
5488,begged,2
5489,fuss.,1
5490,Jordan.,1
5491,shuffling,1
5492,curve,1
5493,western,1
5494,road.,1
5495,Oh.,2
5496,savagely,2
5497,Women,1
5498,notions,1
5499,heads—,1
5500,Shall,2
5501,indiscreet,1
5502,of—,1
5503,money—that,1
5504,charm,1
5505,jingle,1
5506,cymbals,1
5507,High,1
5508,king,1
5509,wrapping,2
5510,quart,1
5511,towel,3
5512,wearing,2
5513,cloth,1
5514,capes,1
5515,seat,2
5516,shade.,1
5517,standard,1
5518,shift,1
5519,distasteful,1
5520,Plenty,1
5521,boisterously,1
5522,gauge,1
5523,nowadays.,1
5524,pointless,1
5525,indefinable,1
5526,recognizable,2
5527,circus,1
5528,wagon.,1
5529,coupé.,2
5530,gears,1
5531,oppressive,1
5532,keenly,3
5533,a—almost,1
5534,tells,1
5535,Maybe,4
5536,science—,1
5537,contingency,1
5538,overtook,1
5539,theoretical,1
5540,abyss,1
5541,investigation,3
5542,deeper,2
5543,known—,1
5544,medium,2
5545,humorously,1
5546,Confused,1
5547,helpfully,1
5548,hell,2
5549,wears,1
5550,suit.,1
5551,Mexico,1
5552,snorted,1
5553,snob,1
5554,married—God,1
5555,irritable,1
5556,fading,1
5557,caution,1
5558,stalled,1
5559,baking,1
5560,heat.,1
5561,abrupt,1
5562,dusty,1
5563,establishment,1
5564,hollow-eyed,1
5565,roughly,1
5566,for—to,1
5567,admire,1
5568,Been,1
5569,phone.,1
5570,shade,1
5571,doorway,3
5572,breathing,3
5573,unscrewed,1
5574,tank,1
5575,week.,1
5576,handle,1
5577,Big,1
5578,other.,1
5579,years.,2
5580,shading,1
5581,flurry,1
5582,flash,1
5583,waving,3
5584,owe,2
5585,harshly,1
5586,wised,1
5587,Dollar,1
5588,twenty.,1
5589,relentless,1
5590,confuse,1
5591,suspicions,2
5592,alighted,1
5593,parallel,1
5594,discovery,1
5595,intelligence,1
5596,guilty,1
5597,unforgivably,1
5598,guilty—as,1
5599,send,2
5600,locality,1
5601,disquieting,2
5602,giant,1
5603,twenty,2
5604,observed,1
5605,developing,1
5606,curiously,1
5607,familiar—it,1
5608,inexplicable,2
5609,jealous,1
5610,terror,1
5611,simple,1
5612,whips,1
5613,inviolate,1
5614,slipping,1
5615,precipitately,1
5616,Instinct,1
5617,accelerator,1
5618,double,1
5619,purpose,1
5620,overtaking,2
5621,Astoria,1
5622,spidery,1
5623,easygoing,1
5624,Those,2
5625,Fiftieth,1
5626,afternoons,1
5627,sensuous,2
5628,it—overripe,1
5629,sorts,1
5630,fruits,1
5631,hands.,1
5632,protest,2
5633,signalled,1
5634,draw,2
5635,after.,1
5636,wit,1
5637,smoking,2
5638,cigarettes.,1
5639,argue,1
5640,truck,1
5641,cursing,1
5642,whistle,2
5643,Plaza.,1
5644,traffic,1
5645,dart,1
5646,side-street,2
5647,explicable,1
5648,engaging,1
5649,parlour,1
5650,suite,2
5651,prolonged,1
5652,herding,1
5653,eludes,1
5654,climbing,1
5655,snake,1
5656,intermittent,2
5657,sweat,3
5658,raced,3
5659,notion,1
5660,originated,1
5661,hire,1
5662,baths,1
5663,julep.,2
5664,—we,1
5665,baffled,1
5666,clerk,1
5667,pretended,2
5668,stifling,1
5669,fixing,1
5670,respectfully,1
5671,Open,2
5672,more.,3
5673,axe—,1
5674,crabbing,1
5675,unrolled,2
5676,slipped,2
5677,nail,1
5678,splashed,1
5679,—but,2
5680,offered,2
5681,Hum,1
5682,tossed,2
5683,Call,1
5684,compressed,1
5685,exploded,2
5686,portentous,2
5687,chords,2
5688,Mendelssohn,1
5689,Wedding,1
5690,March,1
5691,ballroom,2
5692,Imagine,1
5693,anybody,6
5694,dismally,1
5695,Still—I,1
5696,fainted,3
5697,Biloxi,9
5698,Blocks,1
5699,boxes—that,1
5700,fact—and,1
5701,Tennessee.,1
5702,appended,1
5703,died.,1
5704,connection.,1
5705,Bill,1
5706,Memphis,1
5707,aluminium,1
5708,putter,1
5709,today.,1
5710,ceremony,1
5711,cheer,1
5712,cries,2
5713,Yea—ea—ea,1
5714,rise,1
5715,dance.,1
5716,Remember,1
5717,s.,1
5718,Asa,1
5719,Bird,1
5720,bumming,1
5721,president,1
5722,class,1
5723,Yale.,1
5724,president—,1
5725,tattoo,1
5726,eyed,1
5727,exactly.,2
5728,Oxford.,1
5729,Yes—I,1
5730,insulting,1
5731,Haven.,1
5732,Another,1
5733,knocked,2
5734,thank,1
5735,tremendous,2
5736,detail,2
5737,cleared,1
5738,when.,1
5739,nineteen-nineteen,1
5740,unbelief,1
5741,opportunity,2
5742,universities,1
5743,France.,1
5744,slap,1
5745,renewals,1
5746,experienced,1
5747,smiling,1
5748,julep,1
5749,stupid,2
5750,question.,1
5751,cause,1
5752,causing,2
5753,desperately,2
5754,self-control.,1
5755,Self-control,1
5756,Nowhere,1
5757,Nowadays,1
5758,sneering,1
5759,institutions,1
5760,throw,4
5761,overboard,1
5762,intermarriage,1
5763,white.,1
5764,Flushed,1
5765,gibberish,1
5766,civilization,1
5767,friends—in,1
5768,modern,1
5769,Angry,2
5770,tempted,1
5771,transition,1
5772,libertine,1
5773,prig,1
5774,sport—,1
5775,drink.,1
5776,competitive,1
5777,firmness,1
5778,remain—as,1
5779,neither,6
5780,partake,1
5781,vicariously,1
5782,years—and,1
5783,seeing,3
5784,eyes—,1
5785,Oh—that,1
5786,clergyman,1
5787,then—and,1
5788,unless,1
5789,groceries,1
5790,foolish,1
5791,doing.,1
5792,sagely,1
5793,spree,1
5794,revolting,1
5795,dropping,1
5796,octave,1
5797,treat,1
5798,spree.,1
5799,truth—that,1
5800,him—and,1
5801,blindly,1
5802,Why—how,1
5803,him—possibly,1
5804,appeal,1
5805,doing—and,1
5806,Kapiolani,1
5807,suffocating,1
5808,waves,2
5809,Punch,1
5810,Bowl,1
5811,dry,3
5812,tenderness,1
5813,rancour,1
5814,now—isn,1
5815,sob,2
5816,once—but,1
5817,Why—there,1
5818,forget.,1
5819,bite,1
5820,now—,1
5821,pitiful,1
5822,mattered,3
5823,on.,1
5824,afford,1
5825,Nonsense.,1
5826,swindler,1
5827,steal,1
5828,ring,2
5829,finger.,1
5830,please,1
5831,bunch,2
5832,Wolfshiem—that,1
5833,affairs—and,1
5834,tomorrow.,1
5835,steadily,1
5836,were.,1
5837,rapidly,2
5838,grain,1
5839,alcohol,1
5840,counter,2
5841,wrong.,1
5842,Walter,4
5843,Chase,1
5844,proud,2
5845,lurch,1
5846,betting,1
5847,laws,1
5848,shutting,1
5849,terrified,1
5850,balance,1
5851,Gatsby—and,1
5852,looked—and,1
5853,babbled,1
5854,slander,1
5855,garden—as,1
5856,denying,1
5857,defending,1
5858,fought,1
5859,undespairingly,1
5860,alarmed,2
5861,magnanimous,1
5862,annoy,1
5863,realizes,1
5864,presumptuous,1
5865,flirtation,1
5866,accidental,3
5867,isolated,2
5868,ghosts,2
5869,pity,1
5870,unopened,1
5871,birthday.,1
5872,menacing,1
5873,incessantly,6
5874,exulting,1
5875,laughing,1
5876,remote,2
5877,foreign,1
5878,clamour,1
5879,tumult,1
5880,Human,1
5881,sympathy,1
5882,limits,1
5883,arguments,1
5884,fade,1
5885,Thirty—the,1
5886,thinning,3
5887,briefcase,1
5888,unlike,1
5889,wise,1
5890,well-forgotten,1
5891,lazily,1
5892,formidable,1
5893,stroke,2
5894,reassuring,1
5895,cooling,1
5896,Greek,1
5897,Michaelis,22
5898,joint,1
5899,principal,1
5900,inquest,2
5901,slept,1
5902,office—really,1
5903,refused,1
5904,persuade,1
5905,racket,1
5906,astonished,1
5907,neighbours,1
5908,Generally,1
5909,worn-out,1
5910,agreeable,1
5911,colourless,1
5912,word—instead,1
5913,suspicious,2
5914,glances,1
5915,visitor,1
5916,latter,1
5917,intending,2
5918,Beat,1
5919,Throw,1
5920,dirty,2
5921,coward,2
5922,shouting—before,1
5923,newspapers,2
5924,gathering,2
5925,Mavro,1
5926,colour—he,1
5927,knelt,1
5928,mingled,1
5929,blood,1
5930,breast,2
5931,loose,1
5932,flap,1
5933,stored,1
5934,Wreck,1
5935,last.,1
5936,stopping,3
5937,nearer,1
5938,intent,1
5939,look.,1
5940,hollow,1
5941,wailing,1
5942,moan,1
5943,tiptoes,2
5944,thrusting,1
5945,expostulation,1
5946,deranged,2
5947,wrapped,2
5948,blanket,2
5949,suffered,1
5950,chill,1
5951,worktable,1
5952,correction,2
5953,echoed,1
5954,clamorously,1
5955,garage—then,1
5956,threshold,1
5957,doorposts,1
5958,laden,2
5959,Ga-od,4
5960,Presently,1
5961,glazed,2
5962,incoherent,3
5963,M-a-v—,1
5964,—o—,1
5965,r—,2
5966,M-a-v-r-o—,1
5967,fiercely,1
5968,o—,1
5969,g—,2
5970,—that,1
5971,Auto,1
5972,hit,1
5973,Ins,1
5974,antly,1
5975,killed.,1
5976,Instantly,1
5977,ina,1
5978,Son-of-a-bitch,1
5979,stopus,1
5980,comin,2
5981,goin,3
5982,—his,1
5983,blankets,1
5984,side—,1
5985,N,1
5986,knock,1
5987,Hasn,1
5988,well-dressed,1
5989,negro,2
5990,New.,1
5991,accident,5
5992,sixty.,1
5993,theme,1
5994,grasping,1
5995,Watching,1
5996,wad,1
5997,tighten,1
5998,firmly,2
5999,pull,2
6000,gruffness,1
6001,collapsed,1
6002,knees,1
6003,upright,1
6004,mine—do,1
6005,truculent,1
6006,his.,1
6007,Someone,4
6008,correct—,1
6009,Picking,1
6010,doll,1
6011,authoritatively,1
6012,closest,2
6013,avoiding,1
6014,Self-consciously,1
6015,authoritative,1
6016,passing,2
6017,doctor,1
6018,bend—then,1
6019,overflowing,1
6020,whimpered,1
6021,rustling,1
6022,decision,3
6023,disposed,1
6024,supper—if,1
6025,any.,2
6026,outside.,1
6027,thanks.,1
6028,gate,6
6029,bushes,1
6030,weird,1
6031,luminosity,1
6032,Somehow,1
6033,despicable,1
6034,occupation,1
6035,rob,1
6036,Was,2
6037,disliked,1
6038,owns,1
6039,wheel—,1
6040,steady,1
6041,drive—and,1
6042,nerve,1
6043,shock—it,1
6044,instantly.,1
6045,open—,1
6046,winced,1
6047,Anyhow—Daisy,1
6048,emergency,1
6049,brake,1
6050,tries,2
6051,brutality,1
6052,it—he,1
6053,commotion.,1
6054,border,1
6055,traversed,1
6056,tiptoed,2
6057,drawing-room,4
6058,Crossing,2
6059,dined,1
6060,rectangle,1
6061,rift,1
6062,sill,1
6063,plate,1
6064,fried,1
6065,chicken,2
6066,bottles,1
6067,earnestness,1
6068,ale—and,1
6069,intimacy,1
6070,conspiring,1
6071,anxiously,4
6072,quiet.,1
6073,scrutiny,1
6074,sacredness,1
6075,moonlight—watching,1
6076,foghorn,1
6077,half-sick,1
6078,frightening,2
6079,Toward,1
6080,dawn,6
6081,dress—I,1
6082,warn,1
6083,heavy,1
6084,dejection,1
6085,wanly,1
6086,pavilions,1
6087,switches—once,1
6088,splash,1
6089,keys,1
6090,musty,2
6091,aired,1
6092,humidor,1
6093,trace,1
6094,Atlantic,1
6095,Montreal.,1
6096,consider,1
6097,possibly,1
6098,clutching,1
6099,Cody—told,1
6100,malice,1
6101,extravaganza,1
6102,acknowledged,1
6103,unrevealed,1
6104,capacities,1
6105,indiscernible,1
6106,barbed,1
6107,excitingly,1
6108,desirable,1
6109,him—he,1
6110,there—it,1
6111,camp,1
6112,ripe,1
6113,activities,1
6114,corridors,1
6115,romances,1
6116,laid,1
6117,redolent,2
6118,motorcars,1
6119,withered,1
6120,Daisy—it,1
6121,value,1
6122,shades,1
6123,echoes,1
6124,vibrant,1
6125,glorious,1
6126,penniless,2
6127,cloak,1
6128,ravenously,1
6129,unscrupulously—eventually,1
6130,despised,1
6131,false,1
6132,pretences,1
6133,traded,1
6134,phantom,1
6135,security,1
6136,strata,1
6137,herself—that,1
6138,facilities—he,1
6139,comfortable,1
6140,whim,1
6141,despise,1
6142,go—but,1
6143,committed,1
6144,grail,1
6145,Gatsby—nothing,1
6146,betrayed,1
6147,luxury,1
6148,star-shine,1
6149,squeaked,1
6150,huskier,1
6151,overwhelmingly,1
6152,wealth,1
6153,imprisons,1
6154,preserves,1
6155,describe,1
6156,ambitions,1
6157,abroad,1
6158,cheeks,1
6159,tranquil,1
6160,parting,1
6161,communicated,1
6162,gently,1
6163,extraordinarily,1
6164,captain,1
6165,battles,1
6166,majority,1
6167,command,1
6168,divisional,1
6169,machine-guns,1
6170,frantically,1
6171,complication,1
6172,misunderstanding,1
6173,now—there,1
6174,reassured,1
6175,orchids,2
6176,snobbery,1
6177,orchestras,1
6178,summing,1
6179,suggestiveness,1
6180,tunes,1
6181,wailed,1
6182,hopeless,1
6183,comment,2
6184,Beale,1
6185,Blues,1
6186,slippers,1
6187,shuffled,1
6188,throbbed,1
6189,fever,1
6190,petals,1
6191,dates,1
6192,drowsing,1
6193,dying,1
6194,crying,1
6195,shaped,1
6196,immediately—and,1
6197,force—of,1
6198,unquestionable,1
6199,practicality—that,1
6200,arrival,1
6201,wholesome,1
6202,bulkiness,1
6203,Doubtless,1
6204,filling,1
6205,grey-turning,1
6206,gold-turning,1
6207,birds,1
6208,challengingly,1
6209,her—that,2
6210,cheap,2
6211,sharper,1
6212,result,1
6213,saying.,1
6214,married—and,1
6215,personal.,1
6216,suspect,1
6217,measured,1
6218,journey,1
6219,November,1
6220,revisiting,1
6221,out-of-the-way,1
6222,pervaded,1
6223,harder,1
6224,day-coach—he,1
6225,now—was,1
6226,vestibule,1
6227,folding-chair,1
6228,backs,1
6229,buildings,1
6230,trolley,1
6231,curved,1
6232,vanishing,1
6233,snatch,1
6234,freshest,1
6235,flavour,1
6236,former,1
6237,drain,2
6238,Leaves,1
6239,pipes.,1
6240,apologetically,1
6241,Twelve,2
6242,worth,3
6243,decent,1
6244,that—I,2
6245,noon.,1
6246,corroborate,1
6247,so.,1
6248,goodbye.,1
6249,damn,3
6250,disapproved,1
6251,cahoots,1
6252,rag,1
6253,ancestral,1
6254,corruption—and,1
6255,concealing,1
6256,incorruptible,1
6257,thanked,1
6258,thanking,1
6259,Up,1
6260,quotations,1
6261,interminable,2
6262,stock,1
6263,swivel-chair,1
6264,uncertainty,1
6265,hotels,1
6266,clubs,1
6267,Usually,1
6268,divot,1
6269,golf-links,1
6270,sailing,1
6271,Hempstead,1
6272,Southampton,2
6273,Probably,2
6274,tactful,1
6275,rigid,1
6276,Silence,1
6277,However—I,1
6278,No—I,1
6279,Various—,1
6280,click,1
6281,tea-table,1
6282,exasperated,1
6283,three-fifty,1
6284,boys,4
6285,spots,1
6286,garrulous,1
6287,achievement,1
6288,difficulty,3
6289,locating,1
6290,rule,2
6291,unable,1
6292,ambulance,1
6293,Flushing,2
6294,intolerable,1
6295,Until,1
6296,lapped,1
6297,rocked,1
6298,irresistibly,1
6299,shame,2
6300,Still,1
6301,pot,1
6302,changed—he,1
6303,quieter,2
6304,blurted,1
6305,couple,2
6306,bruised,1
6307,flinched,1
6308,clumsy,1
6309,distract,1
6310,Ever,1
6311,still—I,1
6312,beetles,1
6313,thudding,1
6314,tearing,1
6315,stained,1
6316,uncomfortably,2
6317,office—he,1
6318,morning—and,1
6319,priest,1
6320,Didn,2
6321,rocking—for,1
6322,half-knowing,1
6323,half-bewildered,1
6324,drawer,3
6325,Which,1
6326,drawer—that,1
6327,one.,1
6328,nearest,1
6329,expensive,1
6330,dog-leash,2
6331,braided,1
6332,yesterday,1
6333,funny.,1
6334,tissue,1
6335,bureau.,1
6336,odd,1
6337,conceivably,1
6338,explanations,2
6339,whisper—his,1
6340,comforter,1
6341,strain,1
6342,morning.,1
6343,murdered,1
6344,George.,1
6345,widened,1
6346,Hm,1
6347,trusting,1
6348,stop.,1
6349,Ah-h-h—,1
6350,leash,1
6351,forlorn,1
6352,hope—he,1
6353,quickening,1
6354,shapes,1
6355,scurried,1
6356,it—,1
6357,Standing,1
