w0,w1,w2,n,p
took,him,to,1,1.931807205640877e-05
took,it,into,1,1.931807205640877e-05
took,it,to,1,1.931807205640877e-05
took,me,just,1,1.931807205640877e-05
took,off,his,2,3.863614411281754e-05
took,on,fantastic,1,1.931807205640877e-05
took,one,look,1,1.931807205640877e-05
took,out,a,1,1.931807205640877e-05
took,out,his,1,1.931807205640877e-05
took,shape,in,1,1.931807205640877e-05
took,the,<s>,1,1.931807205640877e-05
took,the,bag,1,1.931807205640877e-05
took,the,brush,1,1.931807205640877e-05
took,the,less,1,1.931807205640877e-05
took,the,opportunity,1,1.931807205640877e-05
took,the,remains,1,1.931807205640877e-05
took,the,small,1,1.931807205640877e-05
took,them,ceremoniously,1,1.931807205640877e-05
took,them,off,1,1.931807205640877e-05
took,this,moment,1,1.931807205640877e-05
took,to,be,1,1.931807205640877e-05
took,up,his,1,1.931807205640877e-05
took,up,the,3,5.795421616922631e-05
took,what,he,1,1.931807205640877e-05
took,your,breath,1,1.931807205640877e-05
toolboxes,and,terraced,1,1.931807205640877e-05
toolooked,at,the,1,1.931807205640877e-05
top,down,and,1,1.931807205640877e-05
top,floora,small,1,1.931807205640877e-05
top,lacing,and,1,1.931807205640877e-05
top,of,the,2,3.863614411281754e-05
toppled,down,a,1,1.931807205640877e-05
tore,my,gown,1,1.931807205640877e-05
torn,green,jersey,1,1.931807205640877e-05
torn,open,<s>,1,1.931807205640877e-05
torpedoes,in,a,1,1.931807205640877e-05
tortuously,fashionably,and,1,1.931807205640877e-05
tossed,half,sick,1,1.931807205640877e-05
tossed,the,book,1,1.931807205640877e-05
tossing,the,magazine,1,1.931807205640877e-05
tostoffs,<s>,<s>,1,1.931807205640877e-05
tostoffs,composition,eluded,1,1.931807205640877e-05
tostoffs,latest,work,1,1.931807205640877e-05
totally,absent,from,1,1.931807205640877e-05
tottered,a,little,1,1.931807205640877e-05
touch,a,spring,1,1.931807205640877e-05
touch,her,,1,1.931807205640877e-05
touch,her,hand,1,1.931807205640877e-05
touch,of,a,1,1.931807205640877e-05
touch,of,panic,1,1.931807205640877e-05
touch,of,paternal,1,1.931807205640877e-05
touch,she,blossomed,1,1.931807205640877e-05
touch,this,<s>,1,1.931807205640877e-05
touch,what,was,1,1.931807205640877e-05
touched,<s>,<s>,1,1.931807205640877e-05
touched,his,head,1,1.931807205640877e-05
touched,me,and,1,1.931807205640877e-05
touched,the,chicken,1,1.931807205640877e-05
touched,the,end,1,1.931807205640877e-05
touching,except,<s>,1,1.931807205640877e-05
touching,her,<s>,1,1.931807205640877e-05
touching,his,coat,1,1.931807205640877e-05
touching,it,<s>,1,1.931807205640877e-05
touching,to,see,1,1.931807205640877e-05
tough,<s>,<s>,1,1.931807205640877e-05
tough,underneath,it,1,1.931807205640877e-05
tournament,<s>,<s>,1,1.931807205640877e-05
tournament,there,was,1,1.931807205640877e-05
tournament,tomorrow,,1,1.931807205640877e-05
tournaments,so,i,1,1.931807205640877e-05
toward,<s>,<s>,3,5.795421616922631e-05
toward,astoria,at,1,1.931807205640877e-05
toward,dawn,i,1,1.931807205640877e-05
toward,death,through,1,1.931807205640877e-05
toward,each,other,1,1.931807205640877e-05
toward,gatsbys,<s>,1,1.931807205640877e-05
toward,her,<s>,3,5.795421616922631e-05
toward,her,all,1,1.931807205640877e-05
toward,her,with,1,1.931807205640877e-05
toward,him,and,1,1.931807205640877e-05
toward,him,with,1,1.931807205640877e-05
toward,his,future,1,1.931807205640877e-05
toward,home,<s>,1,1.931807205640877e-05
toward,it,absently,1,1.931807205640877e-05
toward,me,across,1,1.931807205640877e-05
toward,me,and,2,3.863614411281754e-05
toward,me,im,1,1.931807205640877e-05
toward,midnight,tom,1,1.931807205640877e-05
toward,mr,<s>,1,1.931807205640877e-05
toward,new,york,1,1.931807205640877e-05
toward,people,he,1,1.931807205640877e-05
toward,that,lost,1,1.931807205640877e-05
toward,the,<s>,1,1.931807205640877e-05
toward,the,blankets,1,1.931807205640877e-05
toward,the,bookshelves,1,1.931807205640877e-05
toward,the,dark,1,1.931807205640877e-05
toward,the,door,1,1.931807205640877e-05
toward,the,drain,1,1.931807205640877e-05
toward,the,fervent,1,1.931807205640877e-05
toward,the,fresher,1,1.931807205640877e-05
toward,the,frosted,1,1.931807205640877e-05
toward,the,house,3,5.795421616922631e-05
toward,the,little,1,1.931807205640877e-05
toward,the,park,1,1.931807205640877e-05
toward,the,restoration,1,1.931807205640877e-05
toward,the,summer,1,1.931807205640877e-05
toward,the,west,1,1.931807205640877e-05
toward,us,glistening,1,1.931807205640877e-05
toward,us,in,1,1.931807205640877e-05
toward,us,through,1,1.931807205640877e-05
towards,gaiety,and,1,1.931807205640877e-05
towards,its,<s>,1,1.931807205640877e-05
towards,me,<s>,1,1.931807205640877e-05
towards,the,bleared,1,1.931807205640877e-05
towards,the,front,1,1.931807205640877e-05
towel,<s>,<s>,1,1.931807205640877e-05
towel,and,put,1,1.931807205640877e-05
towel,followed,<s>,1,1.931807205640877e-05
towels,upon,the,1,1.931807205640877e-05
towelswhile,gatsby,and,1,1.931807205640877e-05
tower,<s>,<s>,1,1.931807205640877e-05
tower,of,his,1,1.931807205640877e-05
tower,on,one,1,1.931807205640877e-05
tower,to,cellar,1,1.931807205640877e-05
town,,<s>,2,3.863614411281754e-05
town,,broke,1,1.931807205640877e-05
town,,he,1,1.931807205640877e-05
town,,said,1,1.931807205640877e-05
town,<s>,<s>,8,0.00015454457645127016
town,in,minnesota,1,1.931807205640877e-05
town,is,,1,1.931807205640877e-05
town,is,desolate,1,1.931807205640877e-05
town,it,sounded,1,1.931807205640877e-05
town,lets,start,1,1.931807205640877e-05
town,tattle,and,1,1.931807205640877e-05
town,tattle,lay,1,1.931807205640877e-05
town,tattle,over,1,1.931807205640877e-05
town,this,<s>,1,1.931807205640877e-05
towns,<s>,<s>,1,1.931807205640877e-05
towns,beyond,the,1,1.931807205640877e-05
towns,but,the,1,1.931807205640877e-05
trace,<s>,<s>,1,1.931807205640877e-05
traced,to,<s>,1,1.931807205640877e-05
tracing,like,the,1,1.931807205640877e-05
track,,<s>,1,1.931807205640877e-05
track,<s>,<s>,1,1.931807205640877e-05
track,curved,and,1,1.931807205640877e-05
tracks,beside,the,1,1.931807205640877e-05
traction,would,have,1,1.931807205640877e-05
traded,on,his,1,1.931807205640877e-05
tradesmen,but,ordered,1,1.931807205640877e-05
tradition,<s>,<s>,1,1.931807205640877e-05
tradition,that,were,1,1.931807205640877e-05
traffic,delayed,them,1,1.931807205640877e-05
tragic,achievement,was,1,1.931807205640877e-05
tragic,arguments,<s>,1,1.931807205640877e-05
tragic,eyes,and,1,1.931807205640877e-05
tragic,nose,was,1,1.931807205640877e-05
tragically,for,a,1,1.931807205640877e-05
tragically,into,my,1,1.931807205640877e-05
trail,of,ashes,1,1.931807205640877e-05
train,<s>,<s>,10,0.00019318072056408772
train,and,then,1,1.931807205640877e-05
train,emerged,from,1,1.931807205640877e-05
train,in,times,1,1.931807205640877e-05
train,one,<s>,1,1.931807205640877e-05
train,that,morning,1,1.931807205640877e-05
training,<s>,<s>,1,1.931807205640877e-05
trains,<s>,<s>,1,1.931807205640877e-05
trains,can,stare,1,1.931807205640877e-05
trains,men,carrying,1,1.931807205640877e-05
trains,of,my,1,1.931807205640877e-05
tranquil,for,a,1,1.931807205640877e-05
transaction,in,1919,1,1.931807205640877e-05
transactions,in,montana,1,1.931807205640877e-05
transcendent,effort,of,1,1.931807205640877e-05
transit,a,thin,1,1.931807205640877e-05
transition,from,libertine,1,1.931807205640877e-05
transitory,enchanted,moment,1,1.931807205640877e-05
transpired,after,a,1,1.931807205640877e-05
transported,complete,from,1,1.931807205640877e-05
traps,<s>,<s>,1,1.931807205640877e-05
traversed,the,gravel,1,1.931807205640877e-05
tray,<s>,<s>,2,3.863614411281754e-05
tray,of,<s>,1,1.931807205640877e-05
tread,that,<s>,1,1.931807205640877e-05
treat,you,<s>,1,1.931807205640877e-05
tree,<s>,<s>,1,1.931807205640877e-05
tree,and,their,1,1.931807205640877e-05
tree,except,<s>,1,1.931807205640877e-05
tree,fell,abruptly,1,1.931807205640877e-05
tree,of,gatsbys,1,1.931807205640877e-05
tree,whose,massed,1,1.931807205640877e-05
trees,<s>,<s>,4,7.727228822563508e-05
trees,a,large,1,1.931807205640877e-05
trees,and,a,1,1.931807205640877e-05
trees,and,the,1,1.931807205640877e-05
trees,and,then,1,1.931807205640877e-05
trees,just,as,1,1.931807205640877e-05
trees,so,when,1,1.931807205640877e-05
trees,that,had,1,1.931807205640877e-05
trees,the,trees,1,1.931807205640877e-05
trees,which,blew,1,1.931807205640877e-05
treeshe,could,<s>,1,1.931807205640877e-05
trembled,on,the,1,1.931807205640877e-05
trembling,<s>,<s>,4,7.727228822563508e-05
trembling,a,little,1,1.931807205640877e-05
trembling,fingers,and,1,1.931807205640877e-05
trembling,hand,<s>,1,1.931807205640877e-05
trembling,match,and,1,1.931807205640877e-05
trembling,opal,seizes,1,1.931807205640877e-05
trembling,with,his,1,1.931807205640877e-05
tremendous,detail,was,1,1.931807205640877e-05
tremendous,vitality,she,1,1.931807205640877e-05
tremendously,<s>,<s>,1,1.931807205640877e-05
triangle,of,silver,1,1.931807205640877e-05
tribune,and,waiting,1,1.931807205640877e-05
tribute,from,me,1,1.931807205640877e-05
tribute,from,montenegros,1,1.931807205640877e-05
tribute,of,<s>,1,1.931807205640877e-05
trick,of,some,1,1.931807205640877e-05
tricks,in,her,1,1.931807205640877e-05
tried,<s>,<s>,1,1.931807205640877e-05
tried,an,important,1,1.931807205640877e-05
tried,for,a,1,1.931807205640877e-05
tried,four,times,1,1.931807205640877e-05
tried,frantically,to,1,1.931807205640877e-05
tried,to,find,1,1.931807205640877e-05
tried,to,force,1,1.931807205640877e-05
tried,to,go,3,5.795421616922631e-05
tried,to,make,1,1.931807205640877e-05
tried,to,separate,1,1.931807205640877e-05
tried,to,show,1,1.931807205640877e-05
tried,to,swing,1,1.931807205640877e-05
tried,to,take,1,1.931807205640877e-05
tried,to,tell,1,1.931807205640877e-05
tried,to,think,2,3.863614411281754e-05
tried,very,<s>,1,1.931807205640877e-05
tries,<s>,<s>,1,1.931807205640877e-05
tries,to,bother,1,1.931807205640877e-05
trimalchio,was,over,1,1.931807205640877e-05
trimmed,every,day,1,1.931807205640877e-05
trinity,quadthe,man,1,1.931807205640877e-05
trip,and,made,1,1.931807205640877e-05
trip,to,the,1,1.931807205640877e-05
triumph,,<s>,1,1.931807205640877e-05
triumph,<s>,<s>,1,1.931807205640877e-05
triumphant,hatboxes,and,1,1.931807205640877e-05
triumphantly,<s>,<s>,2,3.863614411281754e-05
trolley,raced,them,1,1.931807205640877e-05
trombones,and,saxophones,1,1.931807205640877e-05
tropical,burn,<s>,1,1.931807205640877e-05
trotted,quickly,down,1,1.931807205640877e-05
trotting,around,with,1,1.931807205640877e-05
trouble,,he,1,1.931807205640877e-05
trouble,<s>,<s>,1,1.931807205640877e-05
trouble,here,,1,1.931807205640877e-05
trouble,is,that,1,1.931807205640877e-05
trouble,on,the,1,1.931807205640877e-05
trouble,to,have,1,1.931807205640877e-05
trouble,with,<s>,1,1.931807205640877e-05
trouble,with,the,1,1.931807205640877e-05
trouble,you,see,1,1.931807205640877e-05
troubled,history,and,1,1.931807205640877e-05
trousers,and,a,1,1.931807205640877e-05
trousers,of,a,1,1.931807205640877e-05
truck,gave,<s>,1,1.931807205640877e-05
truculent,<s>,<s>,1,1.931807205640877e-05
true,,i,1,1.931807205640877e-05
true,<s>,<s>,6,0.00011590843233845262
true,at,all,1,1.931807205640877e-05
true,he,must,1,1.931807205640877e-05
truly,<s>,<s>,1,1.931807205640877e-05
trunk,packed,and,1,1.931807205640877e-05
trust,<s>,<s>,1,1.931807205640877e-05
trust,him,old,1,1.931807205640877e-05
trust,in,gatsby,1,1.931807205640877e-05
trust,me,and,1,1.931807205640877e-05
trust,returned,to,1,1.931807205640877e-05
trust,that,obliging,1,1.931807205640877e-05
trusting,fellas,and,1,1.931807205640877e-05
truth,,he,1,1.931807205640877e-05
truth,<s>,<s>,2,3.863614411281754e-05
truth,of,the,1,1.931807205640877e-05
truth,was,<s>,1,1.931807205640877e-05
truththat,you,never,1,1.931807205640877e-05
try,<s>,<s>,1,1.931807205640877e-05
try,and,sit,2,3.863614411281754e-05
try,driving,at,1,1.931807205640877e-05
try,hard,<s>,1,1.931807205640877e-05
try,it,out,1,1.931807205640877e-05
try,to,<s>,1,1.931807205640877e-05
try,to,get,1,1.931807205640877e-05
trying,,he,2,3.863614411281754e-05
trying,<s>,<s>,2,3.863614411281754e-05
trying,to,<s>,4,7.727228822563508e-05
trying,to,cause,1,1.931807205640877e-05
trying,to,come,1,1.931807205640877e-05
trying,to,forget,1,1.931807205640877e-05
trying,to,get,1,1.931807205640877e-05
trying,to,ingratiate,1,1.931807205640877e-05
trying,to,keep,1,1.931807205640877e-05
trying,to,look,1,1.931807205640877e-05
trying,to,persuade,1,1.931807205640877e-05
trying,to,stop,1,1.931807205640877e-05
trying,to,take,1,1.931807205640877e-05
trying,to,touch,1,1.931807205640877e-05
trying,unsuccessfully,to,1,1.931807205640877e-05
tub,with,her,1,1.931807205640877e-05
tumbled,short,of,1,1.931807205640877e-05
tumbled,with,a,1,1.931807205640877e-05
tumult,of,the,1,1.931807205640877e-05
tumultuous,argument,that,1,1.931807205640877e-05
tumultuous,scene,<s>,1,1.931807205640877e-05
tune,<s>,<s>,1,1.931807205640877e-05
tunelessly,inside,<s>,1,1.931807205640877e-05
tunes,<s>,<s>,1,1.931807205640877e-05
tuning,fork,that,1,1.931807205640877e-05
tunnel,into,sunlight,1,1.931807205640877e-05
tuolomee,and,<s>,1,1.931807205640877e-05
tuolomee,left,for,1,1.931807205640877e-05
turbaned,character,leaking,1,1.931807205640877e-05
turbulence,of,<s>,1,1.931807205640877e-05
turbulent,emotions,possessed,1,1.931807205640877e-05
turbulent,riot,<s>,1,1.931807205640877e-05
turgid,<s>,<s>,1,1.931807205640877e-05
turkeys,bewitched,to,1,1.931807205640877e-05
turn,<s>,<s>,1,1.931807205640877e-05
turn,away,but,1,1.931807205640877e-05
turn,away,from,1,1.931807205640877e-05
turn,in,at,1,1.931807205640877e-05
turn,it,<s>,1,1.931807205640877e-05
turn,leaned,down,1,1.931807205640877e-05
turn,out,as,1,1.931807205640877e-05
turn,steward,mate,1,1.931807205640877e-05
turn,the,corner,1,1.931807205640877e-05
turn,the,light,1,1.931807205640877e-05
turned,<s>,<s>,4,7.727228822563508e-05
turned,a,page,1,1.931807205640877e-05
turned,abruptly,away,1,1.931807205640877e-05
turned,again,to,1,1.931807205640877e-05
turned,and,<s>,1,1.931807205640877e-05
turned,and,caught,1,1.931807205640877e-05
turned,and,continued,1,1.931807205640877e-05
turned,around,<s>,1,1.931807205640877e-05
turned,around,and,1,1.931807205640877e-05
turned,around,from,1,1.931807205640877e-05
turned,around,in,1,1.931807205640877e-05
turned,around,on,1,1.931807205640877e-05
turned,away,<s>,2,3.863614411281754e-05
turned,away,and,1,1.931807205640877e-05
turned,away,from,1,1.931807205640877e-05
turned,away,his,1,1.931807205640877e-05
turned,back,<s>,1,1.931807205640877e-05
turned,back,eagerly,1,1.931807205640877e-05
turned,back,to,1,1.931807205640877e-05
turned,dark,and,1,1.931807205640877e-05
turned,expectantly,into,1,1.931807205640877e-05
turned,her,around,1,1.931807205640877e-05
turned,her,head,1,1.931807205640877e-05
turned,his,attention,1,1.931807205640877e-05
turned,his,eyes,1,1.931807205640877e-05
turned,his,head,2,3.863614411281754e-05
turned,immediately,to,1,1.931807205640877e-05
turned,it,around,1,1.931807205640877e-05
turned,me,around,1,1.931807205640877e-05
turned,my,head,2,3.863614411281754e-05
turned,on,a,1,1.931807205640877e-05
turned,out,<s>,1,1.931807205640877e-05
turned,out,to,2,3.863614411281754e-05
turned,septic,on,1,1.931807205640877e-05
turned,sharply,as,1,1.931807205640877e-05
turned,sharply,from,1,1.931807205640877e-05
turned,to,<s>,1,1.931807205640877e-05
turned,to,daisy,1,1.931807205640877e-05
turned,to,her,2,3.863614411281754e-05
turned,to,me,7,0.0001352265043948614
turned,to,miss,1,1.931807205640877e-05
turned,to,mrs,1,1.931807205640877e-05
turned,to,the,1,1.931807205640877e-05
turned,to,tom,1,1.931807205640877e-05
turned,to,us,1,1.931807205640877e-05
turned,toward,each,1,1.931807205640877e-05
turned,toward,him,1,1.931807205640877e-05
turned,toward,mr,1,1.931807205640877e-05
turned,up,as,1,1.931807205640877e-05
turned,up,in,1,1.931807205640877e-05
turning,,<s>,1,1.931807205640877e-05
turning,a,<s>,1,1.931807205640877e-05
turning,around,<s>,1,1.931807205640877e-05
turning,around,from,1,1.931807205640877e-05
turning,around,spoke,1,1.931807205640877e-05
turning,eagerly,to,1,1.931807205640877e-05
turning,into,my,1,1.931807205640877e-05
turning,light,<s>,1,1.931807205640877e-05
turning,me,around,1,1.931807205640877e-05
turning,my,head,1,1.931807205640877e-05
turning,over,in,1,1.931807205640877e-05
turning,to,inspect,1,1.931807205640877e-05
tut,,<s>,1,1.931807205640877e-05
tut,tut,,1,1.931807205640877e-05
tut,tut,tut,2,3.863614411281754e-05
twelve,hundred,dollars,1,1.931807205640877e-05
twelve,lemon,cakes,1,1.931807205640877e-05
twelve,minutes,to,1,1.931807205640877e-05
twelve,or,fifteen,1,1.931807205640877e-05
twelve,years,<s>,1,1.931807205640877e-05
twenty,<s>,<s>,1,1.931807205640877e-05
twenty,eighth,infantry,1,1.931807205640877e-05
twenty,feet,away,1,1.931807205640877e-05
twenty,five,<s>,1,1.931807205640877e-05
twenty,miles,from,1,1.931807205640877e-05
twenty,one,that,1,1.931807205640877e-05
twenty,seven,<s>,1,1.931807205640877e-05
twenty,two,<s>,1,1.931807205640877e-05
twenty,yards,when,1,1.931807205640877e-05
twice,in,my,1,1.931807205640877e-05
twilight,,<s>,1,1.931807205640877e-05
twilight,<s>,<s>,3,5.795421616922631e-05
twilight,and,as,1,1.931807205640877e-05
twilight,and,we,1,1.931807205640877e-05
twilight,between,them,1,1.931807205640877e-05
twilight,i,felt,1,1.931807205640877e-05
twilight,universe,daisy,1,1.931807205640877e-05
twin,yellow,dresses,1,1.931807205640877e-05
twinkle,against,the,1,1.931807205640877e-05
twinkle,bells,of,1,1.931807205640877e-05
twinkled,<s>,<s>,1,1.931807205640877e-05
twins,who,turned,1,1.931807205640877e-05
twisted,among,the,1,1.931807205640877e-05
twisting,the,leash,1,1.931807205640877e-05
twisting,them,up,1,1.931807205640877e-05
two,<s>,<s>,7,0.0001352265043948614
two,bottles,of,1,1.931807205640877e-05
two,bucks,and,1,1.931807205640877e-05
two,bulbous,fingersalways,1,1.931807205640877e-05
two,bushes,into,1,1.931807205640877e-05
two,cars,,1,1.931807205640877e-05
two,chairs,from,1,1.931807205640877e-05
two,changes,<s>,1,1.931807205640877e-05
two,chorus,girls,1,1.931807205640877e-05
two,cigarettes,<s>,1,1.931807205640877e-05
two,days,,1,1.931807205640877e-05
two,days,and,1,1.931807205640877e-05
two,days,in,1,1.931807205640877e-05
two,days,later,1,1.931807205640877e-05
two,days,with,1,1.931807205640877e-05
two,deplorably,sober,1,1.931807205640877e-05
two,doors,from,1,1.931807205640877e-05
two,finger,bowls,1,1.931807205640877e-05
two,girls,and,1,1.931807205640877e-05
two,girls,in,2,3.863614411281754e-05
two,he,was,1,1.931807205640877e-05
two,highballs,she,1,1.931807205640877e-05
two,huge,<s>,1,1.931807205640877e-05
two,hulking,patent,1,1.931807205640877e-05
two,hundred,<s>,1,1.931807205640877e-05
two,hundred,oranges,1,1.931807205640877e-05
two,hundred,times,1,1.931807205640877e-05
two,little,seats,1,1.931807205640877e-05
two,men,standing,1,1.931807205640877e-05
two,minutes,before,1,1.931807205640877e-05
two,minutes,to,1,1.931807205640877e-05
two,minutes,when,1,1.931807205640877e-05
two,motorboats,<s>,1,1.931807205640877e-05
two,nights,a,1,1.931807205640877e-05
two,oclock,a,1,1.931807205640877e-05
two,oclock,and,1,1.931807205640877e-05
two,oclock,gatsby,1,1.931807205640877e-05
two,of,<s>,1,1.931807205640877e-05
two,of,them,1,1.931807205640877e-05
two,old,friends,1,1.931807205640877e-05
two,or,<s>,1,1.931807205640877e-05
two,or,three,2,3.863614411281754e-05
two,over,thirty,1,1.931807205640877e-05
two,remarks,was,1,1.931807205640877e-05
two,rows,of,1,1.931807205640877e-05
two,shining,arrogant,1,1.931807205640877e-05
two,stale,dry,1,1.931807205640877e-05
two,start,on,1,1.931807205640877e-05
two,states,and,1,1.931807205640877e-05
two,studies,<s>,1,1.931807205640877e-05
two,though,<s>,1,1.931807205640877e-05
two,to,make,1,1.931807205640877e-05
two,unusual,formations,1,1.931807205640877e-05
two,was,a,1,1.931807205640877e-05
two,weeks,ago,1,1.931807205640877e-05
two,weeks,dismayed,1,1.931807205640877e-05
two,weeks,itll,1,1.931807205640877e-05
two,what,<s>,1,1.931807205640877e-05
two,windows,bloomed,1,1.931807205640877e-05
two,years,ago,1,1.931807205640877e-05
two,years,i,1,1.931807205640877e-05
two,years,older,1,1.931807205640877e-05
two,young,men,1,1.931807205640877e-05
two,young,women,2,3.863614411281754e-05
tyre,and,from,1,1.931807205640877e-05
tyre,to,the,1,1.931807205640877e-05
ulster,against,the,1,1.931807205640877e-05
ultimate,<s>,<s>,1,1.931807205640877e-05
ulysses,swetts,automobile,1,1.931807205640877e-05
umbrella,from,his,1,1.931807205640877e-05
unable,to,understand,1,1.931807205640877e-05
unadaptable,to,eastern,1,1.931807205640877e-05
unaffected,scorn,<s>,1,1.931807205640877e-05
unashamed,trying,to,1,1.931807205640877e-05
unbelief,<s>,<s>,1,1.931807205640877e-05
unbelievable,guest,would,1,1.931807205640877e-05
unbroken,by,his,1,1.931807205640877e-05
unbroken,series,of,1,1.931807205640877e-05
uncertain,dancing,shoe,1,1.931807205640877e-05
uncertain,voice,that,1,1.931807205640877e-05
uncertain,way,<s>,1,1.931807205640877e-05
uncertainly,and,hesitated,1,1.931807205640877e-05
uncertainty,of,her,1,1.931807205640877e-05
uncivilized,daisy,,1,1.931807205640877e-05
uncle,but,im,1,1.931807205640877e-05
uncles,talked,it,1,1.931807205640877e-05
uncomfortably,<s>,<s>,2,3.863614411281754e-05
uncommunicable,forever,<s>,1,1.931807205640877e-05
uncontrollable,laughter,<s>,1,1.931807205640877e-05
unconvincingly,<s>,<s>,1,1.931807205640877e-05
undefined,consequence,had,1,1.931807205640877e-05
under,<s>,<s>,4,7.727228822563508e-05
under,a,little,1,1.931807205640877e-05
under,a,sullen,1,1.931807205640877e-05
under,a,thin,1,1.931807205640877e-05
under,a,white,1,1.931807205640877e-05
under,any,circumstancesand,1,1.931807205640877e-05
under,different,circumstances,1,1.931807205640877e-05
under,doctor,eckleburgs,1,1.931807205640877e-05
under,her,<s>,1,1.931807205640877e-05
under,his,<s>,1,1.931807205640877e-05
under,his,coat,2,3.863614411281754e-05
under,its,shed,1,1.931807205640877e-05
under,mine,tom,1,1.931807205640877e-05
under,no,obligations,1,1.931807205640877e-05
under,orders,to,1,1.931807205640877e-05
under,sun,<s>,1,1.931807205640877e-05
under,that,corrected,1,1.931807205640877e-05
under,the,august,1,1.931807205640877e-05
under,the,dripping,1,1.931807205640877e-05
under,the,impression,1,1.931807205640877e-05
under,the,moon,1,1.931807205640877e-05
under,the,name,2,3.863614411281754e-05
under,the,night,1,1.931807205640877e-05
under,the,old,1,1.931807205640877e-05
under,the,tree,1,1.931807205640877e-05
under,the,white,1,1.931807205640877e-05
under,wilsons,sign,1,1.931807205640877e-05
undergone,a,<s>,1,1.931807205640877e-05
undergraduate,<s>,<s>,1,1.931807205640877e-05
undergraduate,nodded,in,1,1.931807205640877e-05
undergraduate,who,was,1,1.931807205640877e-05
underground,pipeline,to,1,1.931807205640877e-05
underhand,,he,1,1.931807205640877e-05
underneath,<s>,<s>,1,1.931807205640877e-05
underneath,it,all,1,1.931807205640877e-05
understand,,explained,1,1.931807205640877e-05
understand,,he,1,1.931807205640877e-05
understand,,said,1,1.931807205640877e-05
understand,<s>,<s>,6,0.00011590843233845262
understand,that,the,1,1.931807205640877e-05
understand,why,you,1,1.931807205640877e-05
understand,you,went,1,1.931807205640877e-05
understand,youre,an,1,1.931807205640877e-05
understand,youre,looking,1,1.931807205640877e-05
understanding,smile,as,1,1.931807205640877e-05
understanding,that,had,1,1.931807205640877e-05
understandingly,<s>,<s>,1,1.931807205640877e-05
understandinglymuch,more,than,1,1.931807205640877e-05
understood,before,<s>,1,1.931807205640877e-05
understood,believed,in,1,1.931807205640877e-05
understood,nor,desired,1,1.931807205640877e-05
understood,that,he,1,1.931807205640877e-05
understood,the,legal,1,1.931807205640877e-05
understood,you,<s>,1,1.931807205640877e-05
understudy,from,the,1,1.931807205640877e-05
underwear,kept,climbing,1,1.931807205640877e-05
underwear,with,a,1,1.931807205640877e-05
undeserted,saloons,of,1,1.931807205640877e-05
undespairingly,toward,that,1,1.931807205640877e-05
uneasily,and,say,1,1.931807205640877e-05
uneasy,<s>,<s>,1,1.931807205640877e-05
uneasy,anyhow,until,1,1.931807205640877e-05
uneasy,as,though,1,1.931807205640877e-05
uneasy,some,<s>,1,1.931807205640877e-05
unequally,at,birth,1,1.931807205640877e-05
unessential,<s>,<s>,1,1.931807205640877e-05
unexpected,<s>,<s>,1,1.931807205640877e-05
unexpected,joy,<s>,1,1.931807205640877e-05
unexpected,way,<s>,1,1.931807205640877e-05
unexpectedly,<s>,<s>,1,1.931807205640877e-05
unexpectedly,after,two,1,1.931807205640877e-05
unfamiliar,<s>,<s>,4,7.727228822563508e-05
unfamiliar,butler,with,1,1.931807205640877e-05
unfamiliar,gears,tentatively,1,1.931807205640877e-05
unfamiliar,look,of,1,1.931807205640877e-05
unfamiliar,sky,through,1,1.931807205640877e-05
unfamiliar,yet,recognizable,1,1.931807205640877e-05
unfathomable,delight,<s>,1,1.931807205640877e-05
unfinished,<s>,<s>,1,1.931807205640877e-05
unfold,the,shining,1,1.931807205640877e-05
unforgettable,<s>,<s>,1,1.931807205640877e-05
unforgivably,guiltyas,if,1,1.931807205640877e-05
unhappily,for,gatsby,1,1.931807205640877e-05
unhappily,undespairingly,toward,1,1.931807205640877e-05
unhappy,either,<s>,1,1.931807205640877e-05
unhappy,eyes,<s>,1,1.931807205640877e-05
unheard,jokes,,1,1.931807205640877e-05
uniform,and,at,1,1.931807205640877e-05
uniform,because,he,1,1.931807205640877e-05
uniform,might,slip,1,1.931807205640877e-05
uniform,of,robins,1,1.931807205640877e-05
unimportant,<s>,<s>,1,1.931807205640877e-05
uninflected,running,<s>,1,1.931807205640877e-05
unintelligible,circles,inside,1,1.931807205640877e-05
union,station,at,1,1.931807205640877e-05
universal,<s>,<s>,1,1.931807205640877e-05
universe,daisy,began,1,1.931807205640877e-05
universe,of,<s>,1,1.931807205640877e-05
universeso,i,decided,1,1.931807205640877e-05
universities,in,<s>,1,1.931807205640877e-05
unjustly,accused,of,1,1.931807205640877e-05
unknown,men,<s>,1,1.931807205640877e-05
unknown,world,i,1,1.931807205640877e-05
unless,you,brought,1,1.931807205640877e-05
unlike,daisy,was,1,1.931807205640877e-05
unlike,gatsby,and,1,1.931807205640877e-05
unlocked,parts,of,1,1.931807205640877e-05
unmistakable,air,<s>,1,1.931807205640877e-05
unmistakable,sign,that,1,1.931807205640877e-05
unmistakably,wolfshiems,called,1,1.931807205640877e-05
unnaturally,<s>,<s>,1,1.931807205640877e-05
unnecessary,for,at,1,1.931807205640877e-05
unobtrusively,and,with,1,1.931807205640877e-05
unopened,bottle,of,1,1.931807205640877e-05
unpleasant,<s>,<s>,1,1.931807205640877e-05
unpleasant,story,but,1,1.931807205640877e-05
