,term_str,pos_max,count,n,num,stop,stem_porter,stem_snowball,stem_lancaster
5057,spring,NN,6,6,0,0,spring,spring,spring
5058,springs,NNP,1,1,0,0,spring,spring,springs
5059,spun,VBD,1,1,0,0,spun,spun,spun
5060,spy,NN,1,1,0,0,spi,spi,spy
5061,square,NN,3,5,0,0,squar,squar,squ
5062,squarely,RB,1,1,0,0,squar,squar,squ
5063,squawk,NN,1,1,0,0,squawk,squawk,squawk
5064,squeaked,VBD,1,1,0,0,squeak,squeak,squeak
5065,squeamishness,NN,1,1,0,0,squeamish,squeamish,squeam
5066,squeezed,VBD,2,2,0,0,squeez,squeez,squeez
5067,squinted,VBD,1,1,0,0,squint,squint,squint
5068,st,NNP,2,2,0,0,st,st,st
5069,stable,JJ,3,3,0,0,stabl,stabl,stabl
5070,stables,NNS,3,3,0,0,stabl,stabl,stabl
5071,stacks,NNS,1,1,0,0,stack,stack,stack
5072,stage,NN,1,1,0,0,stage,stage,stag
5073,staggered,VBD,1,1,0,0,stagger,stagger,stag
5074,stagnant,NN,1,1,0,0,stagnant,stagnant,stagn
5075,staid,JJ,1,1,0,0,staid,staid,staid
5076,stain,NN,1,1,0,0,stain,stain,stain
5077,stained,VBN,1,1,0,0,stain,stain,stain
5078,stairs,NNS,2,3,0,0,stair,stair,stair
5079,stale,NN,1,2,0,0,stale,stale,stal
5080,stalked,VBN,1,1,0,0,stalk,stalk,stalk
5081,stalled,VBN,1,1,0,0,stall,stall,stal
5082,stand,VB,6,9,0,0,stand,stand,stand
5083,standard,JJ,1,1,0,0,standard,standard,standard
5084,standardit,NN,1,1,0,0,standardit,standardit,standardit
5085,standards,NNS,1,1,0,0,standard,standard,standard
5086,standing,VBG,15,16,0,0,stand,stand,stand
5087,stands,VBZ,1,1,0,0,stand,stand,stand
5088,star,NN,3,4,0,0,star,star,star
5089,stare,NN,1,2,0,0,stare,stare,star
5090,stared,VBD,12,15,0,0,stare,stare,star
5091,staring,VBG,6,6,0,0,stare,stare,star
5092,starlight,NN,1,1,0,0,starlight,starlight,starlight
5093,stars,NNS,5,5,0,0,star,star,star
5094,starshine,NN,1,1,0,0,starshin,starshin,starshin
5095,start,NN,5,9,0,0,start,start,start
5096,started,VBD,22,24,0,0,start,start,start
5097,startedit,VBP,1,1,0,0,startedit,startedit,startedit
5098,starting,VBG,3,4,0,0,start,start,start
5099,startled,VBD,2,5,0,0,startl,startl,startl
5100,startling,VBG,1,1,0,0,startl,startl,startl
5101,startlingly,RB,2,2,0,0,startlingli,startl,startl
5102,starts,VBZ,2,2,0,0,start,start,start
5103,state,NN,1,2,0,0,state,state,stat
5104,statement,NN,4,4,0,0,statement,statement,stat
5105,states,NNS,1,1,0,0,state,state,stat
5106,station,NN,8,11,0,0,station,station,stat
5107,stationary,JJ,1,1,0,0,stationari,stationari,stat
5108,stations,NNS,1,1,0,0,station,station,stat
5109,stay,NN,3,6,0,0,stay,stay,stay
5110,stayed,VBD,5,9,0,0,stay,stay,stay
5111,staying,VBG,1,1,0,0,stay,stay,stay
5112,steadily,RB,1,1,0,0,steadili,steadili,steady
5113,steady,JJ,1,1,0,0,steadi,steadi,steady
5114,steal,VB,1,1,0,0,steal,steal,ste
5115,steeple,NN,1,1,0,0,steepl,steepl,steepl
5116,stella,NN,1,1,0,0,stella,stella,stell
5117,step,NN,5,6,0,0,step,step,step
5118,stepped,VBD,4,4,0,0,step,step,step
5119,steps,NNS,24,24,0,0,step,step,step
5120,sterner,JJ,1,1,0,0,sterner,sterner,stern
5121,steward,NN,1,1,0,0,steward,steward,steward
5122,sticky,JJ,1,1,0,0,sticki,sticki,sticky
5123,stiff,NN,4,6,0,0,stiff,stiff,stiff
5124,stifflywas,RB,1,1,0,0,stifflywa,stifflywa,stifflywa
5125,stifling,NN,1,1,0,0,stifl,stifl,stifl
5126,still,RB,29,29,0,0,still,still,stil
5127,stilli,NN,1,2,0,0,stilli,stilli,still
5128,stimulating,VBG,1,1,0,0,stimul,stimul,stim
5129,stir,NN,2,3,0,0,stir,stir,stir
5130,stirred,VBD,1,1,0,0,stir,stir,stir
5131,stirring,JJ,1,1,0,0,stir,stir,stir
5132,stock,NN,1,1,0,0,stock,stock,stock
5133,stocked,VBN,1,1,0,0,stock,stock,stock
5134,stoddard,NNP,1,1,0,0,stoddard,stoddard,stoddard
5135,stone,NN,1,1,0,0,stone,stone,ston
5136,stonewall,NNP,1,1,0,0,stonewal,stonewal,stonewal
5137,stood,VBD,17,28,0,0,stood,stood,stood
5138,stoop,VB,1,1,0,0,stoop,stoop,stoop
5139,stop,NN,7,14,0,0,stop,stop,stop
5140,stopped,VBD,15,20,0,0,stop,stop,stop
5141,stopping,VBG,3,3,0,0,stop,stop,stop
5142,stopus,JJ,1,1,0,0,stopu,stopus,stop
5143,store,NN,3,4,0,0,store,store,stor
5144,stored,VBN,1,1,0,0,store,store,stor
5145,stories,NNS,1,1,0,0,stori,stori,story
5146,stormily,RB,1,1,0,0,stormili,stormili,stormy
5147,story,NN,11,11,0,0,stori,stori,story
5148,stout,NN,3,3,0,0,stout,stout,stout
5149,stouter,NN,1,1,0,0,stouter,stouter,stout
5150,stove,NN,1,1,0,0,stove,stove,stov
5151,stovebut,NN,1,1,0,0,stovebut,stovebut,stovebut
5152,straggled,VBD,1,1,0,0,straggl,straggl,straggled
5153,straight,RB,3,4,0,0,straight,straight,straight
5154,straightening,VBG,1,1,0,0,straighten,straighten,straightening
5155,straightforward,RB,1,1,0,0,straightforward,straightforward,straightforward
5156,strain,NN,1,1,0,0,strain,strain,strain
5157,strained,JJ,3,6,0,0,strain,strain,strained
5158,straining,VBG,1,1,0,0,strain,strain,straining
5159,strand,NN,1,1,0,0,strand,strand,strand
5160,strange,JJ,6,6,0,0,strang,strang,strange
5161,stranger,NN,4,4,0,0,stranger,stranger,stranger
5162,strangers,NNS,1,1,0,0,stranger,stranger,strangers
5163,strangest,JJS,1,2,0,0,strangest,strangest,strangest
5164,strangled,VBD,1,1,0,0,strangl,strangl,strangled
5165,strata,NN,1,1,0,0,strata,strata,strata
5166,straw,NN,2,4,0,0,straw,straw,straw
5167,strawhaired,JJ,1,1,0,0,strawhair,strawhair,strawhaired
5168,streak,NN,1,1,0,0,streak,streak,streak
5169,street,NNP,8,14,0,0,street,street,street
5170,streets,NNS,3,3,0,0,street,street,streets
5171,strength,NN,1,1,0,0,strength,strength,strength
5172,stretch,VB,2,2,0,0,stretch,stretch,stretch
5173,stretched,VBD,5,6,0,0,stretch,stretch,stretched
5174,stretcher,NN,1,1,0,0,stretcher,stretcher,stretcher
5175,strident,JJ,1,1,0,0,strident,strident,strident
5176,string,NN,4,4,0,0,string,string,string
5177,stripes,NNS,1,1,0,0,stripe,stripe,stripes
5178,stroke,NN,2,2,0,0,stroke,stroke,stroke
5179,strolled,VBD,4,4,0,0,stroll,stroll,strolled
5180,strong,JJ,1,1,0,0,strong,strong,strong
5181,stronger,JJR,1,1,0,0,stronger,stronger,stronger
5182,struck,VBN,2,2,0,0,struck,struck,struck
5183,struggle,NN,2,2,0,0,struggl,struggl,struggle
5184,struggled,VBD,1,1,0,0,struggl,struggl,struggled
5185,struggles,NNS,2,2,0,0,struggl,struggl,struggles
5186,struggling,JJ,1,2,0,0,struggl,struggl,struggling
5187,stuck,VBP,2,3,0,0,stuck,stuck,stuck
5188,studied,VBN,1,1,0,0,studi,studi,study
5189,studies,NNS,2,2,0,0,studi,studi,study
5190,study,NNP,2,3,0,0,studi,studi,study
5191,stuff,NN,4,4,0,0,stuff,stuff,stuff
5192,stumble,JJ,1,1,0,0,stumbl,stumbl,stumbl
5193,stumbled,VBD,1,1,0,0,stumbl,stumbl,stumbl
5194,stunned,JJ,1,1,0,0,stun,stun,stun
5195,stunts,NNS,2,2,0,0,stunt,stunt,stunt
5196,stupid,JJ,2,2,0,0,stupid,stupid,stupid
5197,sturdy,JJ,2,2,0,0,sturdi,sturdi,sturdy
5198,subdued,VBN,1,1,0,0,subdu,subdu,subdu
5199,subject,NN,7,7,0,0,subject,subject,subject
5200,subjects,NNS,1,1,0,0,subject,subject,subject
5201,submerged,VBN,2,2,0,0,submerg,submerg,submerg
5202,substantiality,NN,1,1,0,0,substanti,substanti,subst
5203,substitute,NN,1,1,0,0,substitut,substitut,substitut
5204,subterfuges,NNS,1,1,0,0,subterfug,subterfug,subterfug
5205,subtle,JJ,1,1,0,0,subtl,subtl,subtl
5206,subtly,RB,1,1,0,0,subtli,subt,subt
5207,subway,NN,2,2,0,0,subway,subway,subway
5208,success,NN,1,1,0,0,success,success,success
5209,successful,JJ,1,1,0,0,success,success,success
5210,successfully,RB,1,1,0,0,success,success,success
5211,succulent,JJ,1,1,0,0,succul,succul,succ
5212,such,JJ,15,19,0,1,such,such,such
5213,suchsuch,JJ,1,1,0,0,suchsuch,suchsuch,suchsuch
5214,suck,VB,1,1,0,0,suck,suck,suck
5215,sudden,JJ,5,5,0,0,sudden,sudden,sud
5216,suddenly,RB,40,40,0,0,suddenli,sudden,sud
5217,suddenness,NN,1,1,0,0,sudden,sudden,sud
5218,suffered,VBD,1,1,0,0,suffer,suffer,suff
5219,sufferinglook,NN,1,1,0,0,sufferinglook,sufferinglook,sufferinglook
5220,suffocating,VBG,1,1,0,0,suffoc,suffoc,suffoc
5221,sugar,NN,1,1,0,0,sugar,sugar,sug
5222,suggest,VB,1,1,0,0,suggest,suggest,suggest
5223,suggested,VBD,13,14,0,0,suggest,suggest,suggest
5224,suggestion,NN,6,6,0,0,suggest,suggest,suggest
5225,suggestiveness,NN,1,1,0,0,suggest,suggest,suggest
5226,suicide,VB,1,1,0,0,suicid,suicid,suicid
5227,suit,NN,10,13,0,0,suit,suit,suit
5228,suite,NN,2,2,0,0,suit,suit,suit
5229,suits,NNS,3,3,0,0,suit,suit,suit
5230,sulkily,RB,1,1,0,0,sulkili,sulkili,sulky
5231,sullen,NN,1,1,0,0,sullen,sullen,sul
5232,summer,NN,19,19,0,0,summer,summer,sum
5233,summing,VBG,1,1,0,0,sum,sum,sum
5234,sumptuous,JJ,1,1,0,0,sumptuou,sumptuous,sumptu
5235,sun,NN,11,11,0,0,sun,sun,sun
5236,sunday,NNP,4,4,0,0,sunday,sunday,sunday
5237,sundials,NNS,1,1,0,0,sundial,sundial,sund
5238,sung,VBN,1,2,0,0,sung,sung,sung
5239,sunken,JJ,2,2,0,0,sunken,sunken,sunk
5240,sunlight,NN,5,5,0,0,sunlight,sunlight,sunlight
5241,sunny,JJ,1,1,0,0,sunni,sunni,sunny
5242,sunor,NN,1,1,0,0,sunor,sunor,sun
5243,suns,NN,1,1,0,0,sun,sun,sun
5244,sunset,NN,1,1,0,0,sunset,sunset,sunset
5245,sunshine,NN,4,4,0,0,sunshin,sunshin,sunshin
5246,sunstrained,JJ,2,2,0,0,sunstrain,sunstrain,sunstrain
5247,supercilious,JJ,2,2,0,0,supercili,supercili,supercy
5248,superficial,JJ,1,1,0,0,superfici,superfici,superf
5249,superfluous,JJ,1,1,0,0,superflu,superflu,superflu
5250,superior,NNP,3,5,0,0,superior,superior,supery
5251,superiority,NN,1,1,0,0,superior,superior,supery
5252,supper,NN,3,5,0,0,supper,supper,sup
5253,supperboxes,NNS,1,1,0,0,supperbox,supperbox,supperbox
5254,supperif,NN,1,1,0,0,supperif,supperif,sup
5255,supperthere,NN,1,1,0,0,supperther,supperther,supperth
5256,supplied,VBD,1,1,0,0,suppli,suppli,supply
5257,supplies,NNS,1,1,0,0,suppli,suppli,supply
5258,support,NN,1,2,0,0,support,support,support
5259,suppose,VBP,9,15,0,0,suppos,suppos,suppos
5260,supposed,VBD,4,6,0,0,suppos,suppos,suppos
5261,suppressed,JJ,1,1,0,0,suppress,suppress,suppress
5262,suppressions,NNS,1,1,0,0,suppress,suppress,suppress
5263,sure,JJ,11,17,0,0,sure,sure,sur
5264,surer,VBD,1,2,0,0,surer,surer,sur
5265,surface,NN,2,2,0,0,surfac,surfac,surfac
5266,surmise,NN,1,1,0,0,surmis,surmis,surm
5267,surname,NN,1,1,0,0,surnam,surnam,surnam
5268,surprise,NN,4,5,0,0,surpris,surpris,surpr
5269,surprised,VBN,9,12,0,0,surpris,surpris,surpr
5270,surprising,JJ,3,4,0,0,surpris,surpris,surpr
5271,surprisingly,RB,3,3,0,0,surprisingli,surpris,surpr
5272,surviving,VBG,1,1,0,0,surviv,surviv,surv
5273,suspect,VB,1,1,0,0,suspect,suspect,suspect
5274,suspected,VBD,3,4,0,0,suspect,suspect,suspect
5275,suspecting,VBG,1,1,0,0,suspect,suspect,suspect
5276,suspects,VBZ,1,1,0,0,suspect,suspect,suspect
5277,suspicions,NNS,2,2,0,0,suspicion,suspicion,susp
5278,suspicious,JJ,2,2,0,0,suspici,suspici,suspicy
5279,suspiciously,RB,2,2,0,0,suspici,suspici,suspicy
5280,sustained,JJ,1,1,0,0,sustain,sustain,sustain
5281,swallowed,VBN,1,2,0,0,swallow,swallow,swallow
5282,swallows,NNS,1,1,0,0,swallow,swallow,swallow
5283,swam,VBP,1,1,0,0,swam,swam,swam
5284,swamps,NNS,2,2,0,0,swamp,swamp,swamp
5285,swank,NN,1,1,0,0,swank,swank,swank
5286,swarm,VBD,1,1,0,0,swarm,swarm,swarm
5287,swastika,NNP,1,1,0,0,swastika,swastika,swastik
5288,swathed,VBN,1,1,0,0,swath,swath,swath
5289,swaying,VBG,3,3,0,0,sway,sway,sway
5290,sweat,NN,3,3,0,0,sweat,sweat,swe
5291,swede,NNP,1,1,0,0,swede,swede,swed
5292,sweep,NN,1,2,0,0,sweep,sweep,sweep
5293,sweet,NN,1,2,0,0,sweet,sweet,sweet
5294,sweetheart,NN,1,1,0,0,sweetheart,sweetheart,sweetheart
5295,sweetie,VBZ,1,1,0,0,sweeti,sweeti,swe
5296,sweetly,RB,1,1,0,0,sweetli,sweet,sweet
5297,swell,NN,1,2,0,0,swell,swell,swel
5298,swelling,VBG,1,1,0,0,swell,swell,swel
5299,swept,VBD,2,2,0,0,swept,swept,swept
5300,swett,NNP,1,1,0,0,swett,swett,swet
5301,swiftly,RB,1,1,0,0,swiftli,swift,swift
5302,swimmers,NNS,1,1,0,0,swimmer,swimmer,swim
5303,swimming,NN,3,4,0,0,swim,swim,swim
5304,swindler,NN,1,1,0,0,swindler,swindler,swindl
5305,swing,NN,1,2,0,0,swing,swing,swing
5306,swinging,VBG,3,4,0,0,swing,swing,swing
5307,swirls,NNS,1,1,0,0,swirl,swirl,swirl
5308,switch,NN,1,1,0,0,switch,switch,switch
5309,switched,VBD,1,1,0,0,switch,switch,switch
5310,switchesonce,NN,1,1,0,0,switchesonc,switchesonc,switchesont
5311,swivelchair,NN,1,1,0,0,swivelchair,swivelchair,swivelchair
5312,swollen,VBN,1,3,0,0,swollen,swollen,swol
5313,swooned,VBD,1,1,0,0,swoon,swoon,swoon
5314,swooning,VBG,1,1,0,0,swoon,swoon,swoon
5315,swore,NN,1,2,0,0,swore,swore,swor
5316,sworn,VBN,2,2,0,0,sworn,sworn,sworn
5317,swung,NN,2,2,0,0,swung,swung,swung
5318,sympathized,VBN,1,1,0,0,sympath,sympath,sympath
5319,sympathizing,VBG,1,1,0,0,sympath,sympath,sympath
5320,sympathy,NN,1,1,0,0,sympathi,sympathi,sympathy
5321,t,NN,300,412,0,1,t,t,t
5322,table,NN,29,30,0,0,tabl,tabl,tabl
5323,tables,NNS,1,1,0,0,tabl,tabl,tabl
5324,tablethe,NN,1,1,0,0,tableth,tableth,tableth
5325,tactful,JJ,1,1,0,0,tact,tact,tact
5326,tactfully,RB,1,1,0,0,tact,tact,tact
5327,tactlessly,RB,1,1,0,0,tactlessli,tactless,tactless
5328,tag,NN,1,1,0,0,tag,tag,tag
5329,take,VB,17,28,0,0,take,take,tak
5330,taken,VBN,9,9,0,0,taken,taken,tak
5331,takes,VBZ,1,1,0,0,take,take,tak
5332,taking,VBG,13,13,0,0,take,take,tak
5333,tale,NN,1,1,0,0,tale,tale,tal
5334,talk,NN,7,12,0,0,talk,talk,talk
5335,talked,VBD,13,16,0,0,talk,talk,talk
5336,talkedher,RB,1,1,0,0,talkedh,talkedh,talkedh
5337,talking,VBG,10,10,0,0,talk,talk,talk
5338,talks,NNS,1,1,0,0,talk,talk,talk
5339,tall,JJ,2,2,0,0,tall,tall,tal
5340,tan,NN,1,1,0,0,tan,tan,tan
5341,tangible,JJ,3,3,0,0,tangibl,tangibl,tang
5342,tangle,NN,1,1,0,0,tangl,tangl,tangl
5343,tangled,NN,1,2,0,0,tangl,tangl,tangl
5344,tank,NN,1,1,0,0,tank,tank,tank
5345,tanked,VBD,1,1,0,0,tank,tank,tank
5346,tanned,VBD,1,2,0,0,tan,tan,tan
5347,tantalizing,VBG,1,1,0,0,tantal,tantal,tant
5348,tapestried,JJ,1,1,0,0,tapestri,tapestri,tapestry
5349,tapestry,NN,1,1,0,0,tapestri,tapestri,tapestry
5350,tapped,VBD,3,3,0,0,tap,tap,tap
5351,tapping,NN,1,1,0,0,tap,tap,tap
5352,tat,NN,1,1,0,0,tat,tat,tat
5353,tattle,NNP,3,3,0,0,tattl,tattl,tattl
5354,tattoo,NN,1,1,0,0,tattoo,tattoo,tattoo
5355,taxes,NNS,1,1,0,0,tax,tax,tax
5356,taxi,NN,8,8,0,0,taxi,taxi,tax
5357,taxicabs,NNS,2,2,0,0,taxicab,taxicab,taxicab
5358,taxis,NN,1,1,0,0,taxi,taxi,tax
5359,taxiwindow,NN,1,1,0,0,taxiwindow,taxiwindow,taxiwindow
5360,taylor,NN,1,2,0,0,taylor,taylor,tayl
5361,tdrift,NN,1,1,0,0,tdrift,tdrift,tdrift
5362,tea,VB,6,9,0,0,tea,tea,tea
5363,teagarden,NN,1,1,0,0,teagarden,teagarden,teagard
5364,tearing,VBG,1,1,0,0,tear,tear,tear
5365,tears,NNS,6,6,0,0,tear,tear,tear
5366,teatable,JJ,1,1,0,0,teatabl,teatabl,teat
5367,teeth,NNS,1,1,0,0,teeth,teeth,tee
5368,telegram,NN,1,1,0,0,telegram,telegram,telegram
5369,telephone,NN,19,19,0,0,telephon,telephon,telephon
5370,telephoned,VBD,2,3,0,0,telephon,telephon,telephon
5371,tell,VB,25,35,0,0,tell,tell,tel
5372,telling,VBG,3,3,0,0,tell,tell,tel
5373,tells,VBZ,1,1,0,0,tell,tell,tel
5374,temper,NN,1,1,0,0,temper,temper,temp
5375,temperament,NN,2,2,0,0,tempera,tempera,tempera
5376,temporarily,RB,1,1,0,0,temporarili,temporarili,temp
5377,tempted,VBN,1,1,0,0,tempt,tempt,tempt
5378,ten,JJ,2,8,0,0,ten,ten,ten
5379,tender,NN,1,1,0,0,tender,tender,tend
5380,tenderness,NN,1,1,0,0,tender,tender,tend
5381,tennessee,NNP,1,1,0,0,tennesse,tennesse,ten
5382,tennis,NN,2,2,0,0,tenni,tenni,ten
5383,tenor,NN,2,2,0,0,tenor,tenor,ten
5384,tense,NN,2,3,0,0,tens,tens,tens
5385,tension,NN,1,1,0,0,tension,tension,tend
5386,tent,NN,2,2,0,0,tent,tent,tent
5387,tentatively,RB,2,2,0,0,tent,tentat,tent
5388,terms,NNS,2,2,0,0,term,term,term
5389,terrace,NN,1,1,0,0,terrac,terrac,terrac
5390,terraced,VBD,1,1,0,0,terrac,terrac,terrac
5391,terrible,JJ,9,9,0,0,terribl,terribl,terr
5392,terrified,VBN,1,1,0,0,terrifi,terrifi,terr
5393,terror,NN,1,1,0,0,terror,terror,ter
5394,testimony,NN,2,2,0,0,testimoni,testimoni,testimony
5395,teutonic,NNP,1,1,0,0,teuton,teuton,teuton
5396,than,IN,34,34,0,1,than,than,than
5397,thank,NN,1,1,0,0,thank,thank,thank
5398,thanked,VBD,1,1,0,0,thank,thank,thank
5399,thanking,VBG,1,1,0,0,thank,thank,thank
5400,thanks,NNS,5,5,0,0,thank,thank,thank
5401,thardly,RB,1,1,0,0,thardli,thard,thard
5402,that,IN,359,624,0,1,that,that,that
5403,thatand,VB,1,1,0,0,thatand,thatand,thatand
5404,thatched,VBN,1,1,0,0,thatch,thatch,thatch
5405,thati,NN,1,2,0,0,thati,thati,that
5406,the,DT,2379,2379,0,1,the,the,the
5407,theatre,NN,1,1,0,0,theatr,theatr,the
5408,theatrical,JJ,1,1,0,0,theatric,theatric,the
5409,their,PRP$,55,55,0,1,their,their,their
5410,theirs,PRP,1,1,0,1,their,their,their
5411,them,PRP,80,81,0,1,them,them,them
5412,theme,NN,1,1,0,0,theme,theme,them
5413,themselves,PRP,4,4,0,1,themselv,themselv,themselv
5414,themwith,IN,1,1,0,0,themwith,themwith,themwi
5415,then,RB,136,136,0,1,then,then,then
5416,thenand,NN,1,1,0,0,thenand,thenand,thenand
5417,theoretical,JJ,1,1,0,0,theoret,theoret,theoret
5418,there,EX,139,212,0,1,there,there,ther
5419,thereabout,NN,1,1,0,0,thereabout,thereabout,thereabout
5420,thereit,NN,1,1,0,0,thereit,thereit,thereit
5421,these,DT,25,25,0,1,these,these,thes
5422,thewell,NN,1,1,0,0,thewel,thewel,thewel
5423,they,PRP,165,165,0,1,they,they,they
5424,thick,JJ,6,8,0,0,thick,thick,thick
5425,thickish,NN,1,1,0,0,thickish,thickish,thick
5426,thin,JJ,8,8,0,0,thin,thin,thin
5427,thing,NN,36,36,0,0,thing,thing,thing
5428,things,NNS,28,29,0,0,thing,thing,thing
5429,think,VBP,42,64,0,0,think,think,think
5430,thinking,VBG,6,7,0,0,think,think,think
5431,thinks,VBZ,3,3,0,0,think,think,think
5432,thinning,NN,1,3,0,0,thin,thin,thin
5433,third,JJ,2,3,0,0,third,third,third
5434,thirties,NNS,1,1,0,0,thirti,thirti,thirty
5435,thirty,NN,8,9,0,0,thirti,thirti,thirty
5436,thirtythe,NNP,1,1,0,0,thirtyth,thirtyth,thirtyth
5437,this,DT,165,165,0,1,thi,this,thi
5438,thisorthat,NNP,1,1,0,0,thisorthat,thisorthat,thisorth
5439,thomas,NNP,1,1,0,0,thoma,thoma,thoma
5440,thoroughly,RB,1,1,0,0,thoroughli,thorough,thorough
5441,thoroughness,NN,1,1,0,0,thorough,thorough,thorough
5442,those,DT,27,27,0,1,those,those,thos
5443,though,IN,33,34,0,0,though,though,though
5444,thought,VBD,34,47,0,0,thought,thought,thought
5445,thoughtwhy,VBP,1,1,0,0,thoughtwhi,thoughtwhi,thoughtwhy
5446,thousand,NN,3,6,0,0,thousand,thousand,thousand
5447,threadbare,JJ,1,1,0,0,threadbar,threadbar,threadbare
5448,three,CD,35,35,0,0,three,three,three
5449,threecornered,JJ,1,1,0,0,threecorn,threecorn,threecornered
5450,threefifty,JJ,1,1,0,0,threefifti,threefifti,threefifty
5451,threenoted,JJ,1,1,0,0,threenot,threenot,threenoted
5452,threshold,NN,1,1,0,0,threshold,threshold,threshold
5453,threw,VBD,7,7,0,0,threw,threw,threw
5454,thrill,NN,1,1,0,0,thrill,thrill,thrill
5455,thrilling,VBG,5,5,0,0,thrill,thrill,thrilling
5456,throat,NN,3,3,0,0,throat,throat,throat
5457,throbbed,VBD,1,1,0,0,throb,throb,throbbed
5458,throbbing,VBG,1,1,0,0,throb,throb,throbbing
5459,through,IN,66,66,0,1,through,through,through
5460,throw,VB,4,5,0,0,throw,throw,throw
5461,throwing,VBG,5,5,0,0,throw,throw,throwing
5462,thrown,VBN,3,4,0,0,thrown,thrown,thrown
5463,thrusting,VBG,1,1,0,0,thrust,thrust,thrusting
5464,thudding,VBG,1,1,0,0,thud,thud,thud
5465,thumb,NN,1,1,0,0,thumb,thumb,thumb
5466,thunder,NN,1,1,0,0,thunder,thunder,thund
5467,thus,RB,1,1,0,0,thu,thus,thu
5468,ticked,VBN,1,1,0,0,tick,tick,tick
5469,ticket,NN,2,2,0,0,ticket,ticket,ticket
5470,tickets,NNS,1,1,0,0,ticket,ticket,ticket
5471,tide,NN,2,2,0,0,tide,tide,tid
5472,tie,NN,1,1,0,0,tie,tie,tie
5473,tied,VBN,1,1,0,0,tie,tie,tied
5474,ties,NNS,1,1,0,0,tie,tie,tie
5475,tiger,NN,1,1,0,0,tiger,tiger,tig
5476,tigers,NNS,1,1,0,0,tiger,tiger,tig
5477,tight,JJ,2,5,0,0,tight,tight,tight
5478,tighten,NN,1,1,0,0,tighten,tighten,tight
5479,tightened,VBD,1,1,0,0,tighten,tighten,tight
5480,tightening,VBG,1,1,0,0,tighten,tighten,tight
5481,till,NN,4,6,0,0,till,till,til
5482,tilt,VB,1,1,0,0,tilt,tilt,tilt
5483,time,NN,80,81,0,0,time,time,tim
5484,times,NNS,16,17,0,0,time,time,tim
5485,timetable,JJ,2,3,0,0,timet,timet,timet
5486,timethere,EX,1,1,0,0,timether,timether,timeth
5487,timewere,JJ,1,1,0,0,timewer,timewer,timew
5488,tin,NN,1,1,0,0,tin,tin,tin
5489,tinny,NN,1,1,0,0,tinni,tinni,tinny
5490,tint,NN,1,1,0,0,tint,tint,tint
5491,tiny,JJ,2,2,0,0,tini,tini,tiny
5492,tip,NN,4,4,0,0,tip,tip,tip
5493,tipped,VBD,3,4,0,0,tip,tip,tip
5494,tipping,VBG,1,1,0,0,tip,tip,tip
5495,tipsy,NN,1,1,0,0,tipsi,tipsi,tipsy
5496,tiptoed,VBD,1,2,0,0,tipto,tipto,tipto
5497,tiptoes,NNS,2,2,0,0,tipto,tipto,tipto
5498,tired,VBN,2,4,0,0,tire,tire,tir
5499,tissue,NN,1,1,0,0,tissu,tissu,tissu
5500,to,TO,1125,1127,0,1,to,to,to
5501,tobacco,NN,1,1,0,0,tobacco,tobacco,tobacco
5502,today,NN,7,7,0,0,today,today,today
5503,together,RB,30,30,0,0,togeth,togeth,togeth
5504,togetherit,VB,1,1,0,0,togetherit,togetherit,togetherit
5505,toiled,VBD,1,1,0,0,toil,toil,toil
5506,toilet,NN,1,1,0,0,toilet,toilet,toilet
5507,token,NN,1,1,0,0,token,token,tok
5508,told,VBD,43,44,0,0,told,told,told
5509,tolerance,NN,1,1,0,0,toler,toler,tol
5510,tom,NNP,189,189,0,0,tom,tom,tom
5511,tomorrow,NN,14,14,0,0,tomorrow,tomorrow,tomorrow
5512,tone,NN,5,5,0,0,tone,tone,ton
5513,tongue,NN,2,2,0,0,tongu,tongu,tongu
5514,tonic,NN,1,1,0,0,tonic,tonic,ton
5515,tonight,NN,2,4,0,0,tonight,tonight,tonight
5516,too,RB,58,59,0,1,too,too,too
5517,toodidn,NN,1,1,0,0,toodidn,toodidn,toodidn
5518,took,VBD,48,48,0,0,took,took,took
5519,toolboxes,NNS,1,1,0,0,toolbox,toolbox,toolbox
5520,toolooked,VBD,1,1,0,0,toolook,toolook,toolook
5521,top,JJ,3,5,0,0,top,top,top
5522,toppled,VBD,1,1,0,0,toppl,toppl,toppl
5523,tore,VBD,1,1,0,0,tore,tore,tor
5524,torn,VBN,1,2,0,0,torn,torn,torn
5525,torpedoes,NNS,1,1,0,0,torpedo,torpedo,torpedo
5526,tortuously,RB,1,1,0,0,tortuous,tortuous,tortu
5527,tossed,VBD,2,2,0,0,toss,toss,toss
5528,tossing,VBG,1,1,0,0,toss,toss,toss
5529,tostoff,NNP,3,3,0,0,tostoff,tostoff,tostoff
5530,totally,RB,1,1,0,0,total,total,tot
5531,tottered,VBN,1,1,0,0,totter,totter,tot
5532,touch,NN,4,9,0,0,touch,touch,touch
5533,touched,VBD,4,5,0,0,touch,touch,touch
5534,touching,VBG,5,5,0,0,touch,touch,touch
5535,tough,JJ,2,2,0,0,tough,tough,tough
5536,tournament,NN,3,3,0,0,tournament,tournament,tourna
5537,tournaments,NNS,1,1,0,0,tournament,tournament,tourna
5538,toward,IN,46,47,0,0,toward,toward,toward
5539,towards,NNS,3,5,0,0,toward,toward,toward
5540,towel,NN,3,3,0,0,towel,towel,towel
