term_str,term_id,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,dpidp,dfidf
ripe,4449,1,0,0,ripe,ripe,rip,JJ,0.3522138890491458,3.169925001442312
ripley,4450,1,0,0,ripley,ripley,ripley,NNP,0.3522138890491458,3.169925001442312
ripped,4451,3,0,0,rip,rip,rip,VBD,0.48220555587606934,4.339850002884624
ripple,4452,1,0,0,rippl,rippl,rippl,NN,0.3522138890491458,3.169925001442312
rippled,4453,1,0,0,rippl,rippl,rippl,VBD,0.3522138890491458,3.169925001442312
ripples,4454,1,0,0,rippl,rippl,rippl,NNS,0.3522138890491458,3.169925001442312
rippling,4455,1,0,0,rippl,rippl,rippl,NN,0.3522138890491458,3.169925001442312
rise,4456,3,0,0,rise,rise,ris,NN,0.5283208335737186,4.754887502163468
risen,4457,1,0,0,risen,risen,ris,VBN,0.3522138890491458,3.169925001442312
riseshe,4458,1,0,0,risesh,risesh,risesh,VB,0.3522138890491458,3.169925001442312
rising,4459,3,0,0,rise,rise,ris,VBG,0.5283208335737186,4.754887502163468
rivalry,4460,1,0,0,rivalri,rivalri,rivalry,NN,0.3522138890491458,3.169925001442312
river,4461,2,0,0,river,river,riv,NN,0.48220555587606934,4.339850002884624
rivulets,4462,1,0,0,rivulet,rivulet,rivulet,NNS,0.3522138890491458,3.169925001442312
road,4463,21,0,0,road,road,road,NN,0.28199895063255076,2.5379905556929585
roadhouse,4464,2,0,0,roadhous,roadhous,roadh,NN,0.48220555587606934,4.339850002884624
roads,4465,1,0,0,road,road,road,NNS,0.3522138890491458,3.169925001442312
roadside,4466,1,0,0,roadsid,roadsid,roadsid,NN,0.3522138890491458,3.169925001442312
roadster,4467,2,0,0,roadster,roadster,roadst,NN,0.3522138890491458,3.169925001442312
roamed,4468,1,0,0,roam,roam,roam,VBD,0.3522138890491458,3.169925001442312
roared,4469,2,0,0,roar,roar,roar,VBD,0.48220555587606934,4.339850002884624
roaring,4470,2,0,0,roar,roar,roar,VBG,0.48220555587606934,4.339850002884624
rob,4471,1,0,0,rob,rob,rob,VB,0.3522138890491458,3.169925001442312
robin,4472,1,0,0,robin,robin,robin,JJ,0.3522138890491458,3.169925001442312
robust,4473,1,0,0,robust,robust,robust,VBP,0.3522138890491458,3.169925001442312
rock,4474,4,0,0,rock,rock,rock,NN,0.5199666673076944,4.6797000057692495
rocked,4475,1,0,0,rock,rock,rock,VBD,0.3522138890491458,3.169925001442312
rockefeller,4476,1,0,0,rockefel,rockefel,rockefel,NNP,0.3522138890491458,3.169925001442312
rockingfor,4477,1,0,0,rockingfor,rockingfor,rockingf,NN,0.3522138890491458,3.169925001442312
rocky,4478,1,0,0,rocki,rocki,rocky,JJ,0.3522138890491458,3.169925001442312
rode,4479,1,0,0,rode,rode,rod,VBD,0.3522138890491458,3.169925001442312
roebuck,4480,1,0,0,roebuck,roebuck,roebuck,NNP,0.3522138890491458,3.169925001442312
rolled,4481,2,0,0,roll,roll,rol,VBN,0.48220555587606934,4.339850002884624
roller,4482,1,0,0,roller,roller,rol,NN,0.3522138890491458,3.169925001442312
rolling,4483,1,0,0,roll,roll,rol,VBG,0.3522138890491458,3.169925001442312
rollsroyce,4484,1,0,0,rollsroyc,rollsroyc,rollsroyc,JJ,0.3522138890491458,3.169925001442312
romances,4485,1,0,0,romanc,romanc,rom,NNS,0.3522138890491458,3.169925001442312
romantic,4486,10,0,0,romant,romant,rom,JJ,0.4711093925305277,4.23998453277475
romecollecting,4487,1,0,0,romecollect,romecollect,romecollect,NNP,0.3522138890491458,3.169925001442312
romp,4488,1,0,0,romp,romp,romp,VB,0.3522138890491458,3.169925001442312
roofs,4489,2,0,0,roof,roof,roof,NN,0.48220555587606934,4.339850002884624
room,4490,55,0,0,room,room,room,NN,0.0,0.0
roomhe,4491,1,0,0,roomh,roomh,roomh,NN,0.3522138890491458,3.169925001442312
rooms,4492,9,0,0,room,room,room,NNS,0.4711093925305277,4.23998453277475
roosevelt,4493,4,0,0,roosevelt,roosevelt,roosevelt,NNP,0.5283208335737186,4.754887502163468
rooted,4494,1,0,0,root,root,root,VBN,0.3522138890491458,3.169925001442312
rope,4495,1,0,0,rope,rope,rop,NN,0.3522138890491458,3.169925001442312
ropes,4496,1,0,0,rope,rope,rop,NNS,0.3522138890491458,3.169925001442312
rosary,4497,1,0,0,rosari,rosari,ros,NNP,0.3522138890491458,3.169925001442312
rose,4498,20,0,0,rose,rose,ros,VBD,0.0,0.0
rosebeds,4499,1,0,0,roseb,roseb,roseb,NNS,0.3522138890491458,3.169925001442312
rosenthal,4500,1,0,0,rosenth,rosenth,rosenth,NNP,0.3522138890491458,3.169925001442312
roses,4501,1,0,0,rose,rose,ros,NNS,0.3522138890491458,3.169925001442312
rosy,4502,4,0,0,rosi,rosi,rosy,NNP,0.3522138890491458,3.169925001442312
rosycoloured,4503,2,0,0,rosycolour,rosycolour,rosycolo,JJ,0.3522138890491458,3.169925001442312
rotgut,4504,1,0,0,rotgut,rotgut,rotgut,NNP,0.3522138890491458,3.169925001442312
rotogravure,4505,1,0,0,rotogravur,rotogravur,rotograv,NN,0.3522138890491458,3.169925001442312
rotten,4506,2,0,0,rotten,rotten,rot,JJ,0.48220555587606934,4.339850002884624
rouged,4507,1,0,0,roug,roug,roug,VBD,0.3522138890491458,3.169925001442312
roughly,4508,1,0,0,roughli,rough,rough,RB,0.3522138890491458,3.169925001442312
roughneck,4509,1,0,0,roughneck,roughneck,roughneck,NN,0.3522138890491458,3.169925001442312
round,4510,1,0,0,round,round,round,NN,0.3522138890491458,3.169925001442312
rounded,4511,1,0,0,round,round,round,VBN,0.3522138890491458,3.169925001442312
rounds,4512,1,0,0,round,round,round,NNS,0.3522138890491458,3.169925001442312
rout,4513,1,0,0,rout,rout,rout,NN,0.3522138890491458,3.169925001442312
roved,4514,1,0,0,rove,rove,rov,VBD,0.3522138890491458,3.169925001442312
row,4515,6,0,0,row,row,row,NN,0.5199666673076944,4.6797000057692495
rowboat,4516,1,0,0,rowboat,rowboat,rowbo,NN,0.3522138890491458,3.169925001442312
rowdy,4517,1,0,0,rowdi,rowdi,rowdy,JJ,0.3522138890491458,3.169925001442312
rows,4518,1,0,0,row,row,row,NNS,0.3522138890491458,3.169925001442312
rub,4519,1,0,0,rub,rub,rub,VB,0.3522138890491458,3.169925001442312
rubber,4520,1,0,0,rubber,rubber,rub,NNP,0.3522138890491458,3.169925001442312
rubbing,4521,1,0,0,rub,rub,rub,VBG,0.3522138890491458,3.169925001442312
rubies,4522,3,0,0,rubi,rubi,ruby,NNS,0.48220555587606934,4.339850002884624
rude,4523,1,0,0,rude,rude,rud,NN,0.3522138890491458,3.169925001442312
rudely,4524,1,0,0,rude,rude,rud,RB,0.3522138890491458,3.169925001442312
rug,4525,1,0,0,rug,rug,rug,NN,0.3522138890491458,3.169925001442312
rugs,4526,1,0,0,rug,rug,rug,NNS,0.3522138890491458,3.169925001442312
ruin,4527,1,0,0,ruin,ruin,ruin,NN,0.3522138890491458,3.169925001442312
rule,4528,2,0,0,rule,rule,rul,NN,0.48220555587606934,4.339850002884624
rules,4529,2,0,0,rule,rule,rul,NNS,0.3522138890491458,3.169925001442312
rumour,4530,1,0,0,rumour,rumour,rumo,NN,0.3522138890491458,3.169925001442312
rumoured,4531,1,0,0,rumour,rumour,rumo,VBN,0.3522138890491458,3.169925001442312
rumours,4532,3,0,0,rumour,rumour,rumo,NNS,0.5283208335737186,4.754887502163468
run,4533,12,0,0,run,run,run,VB,0.3899750004807708,3.5097750043269373
rung,4534,1,0,0,rung,rung,rung,NN,0.3522138890491458,3.169925001442312
running,4535,5,0,0,run,run,run,VBG,0.4711093925305277,4.23998453277475
runs,4536,2,0,0,run,run,run,VBZ,0.48220555587606934,4.339850002884624
rush,4537,3,0,0,rush,rush,rush,NN,0.5283208335737186,4.754887502163468
rushed,4538,5,0,0,rush,rush,rush,VBD,0.5283208335737186,4.754887502163468
rushing,4539,1,0,0,rush,rush,rush,NN,0.3522138890491458,3.169925001442312
russel,4540,1,0,0,russel,russel,russel,NNP,0.3522138890491458,3.169925001442312
rustle,4541,1,0,0,rustl,rustl,rustl,NN,0.3522138890491458,3.169925001442312
rustling,4542,1,0,0,rustl,rustl,rustl,VBG,0.3522138890491458,3.169925001442312
s,4543,472,0,1,s,s,s,NN,0.0,0.0
sacredness,4544,1,0,0,sacred,sacred,sacr,NN,0.3522138890491458,3.169925001442312
sad,4545,7,0,0,sad,sad,sad,JJ,0.3899750004807708,3.5097750043269373
saddening,4546,1,0,0,sadden,sadden,sad,VBG,0.3522138890491458,3.169925001442312
sadness,4547,2,0,0,sad,sad,sad,NN,0.48220555587606934,4.339850002884624
sadshe,4548,1,0,0,sadsh,sadsh,sadsh,NN,0.3522138890491458,3.169925001442312
safe,4549,3,0,0,safe,safe,saf,JJ,0.5283208335737186,4.754887502163468
safer,4550,1,0,0,safer,safer,saf,NN,0.3522138890491458,3.169925001442312
sagely,4551,1,0,0,sage,sage,sag,RB,0.3522138890491458,3.169925001442312
said,4552,233,0,0,said,said,said,VBD,0.0,0.0
saidbut,4553,2,0,0,saidbut,saidbut,saidbut,VBD,0.48220555587606934,4.339850002884624
sail,4554,1,0,0,sail,sail,sail,NN,0.3522138890491458,3.169925001442312
sailing,4555,1,0,0,sail,sail,sail,NN,0.3522138890491458,3.169925001442312
sailors,4556,1,0,0,sailor,sailor,sail,NNS,0.3522138890491458,3.169925001442312
salads,4557,1,0,0,salad,salad,salad,NNS,0.3522138890491458,3.169925001442312
salmonfisher,4558,1,0,0,salmonfish,salmonfish,salmonf,NN,0.3522138890491458,3.169925001442312
salon,4559,1,0,0,salon,salon,salon,NN,0.3522138890491458,3.169925001442312
salons,4560,2,0,0,salon,salon,salon,NNP,0.48220555587606934,4.339850002884624
saloon,4561,1,0,0,saloon,saloon,saloon,NN,0.3522138890491458,3.169925001442312
saloons,4562,1,0,0,saloon,saloon,saloon,NNS,0.3522138890491458,3.169925001442312
salt,4563,1,0,0,salt,salt,salt,JJ,0.3522138890491458,3.169925001442312
salute,4564,1,0,0,salut,salut,salut,NN,0.3522138890491458,3.169925001442312
same,4565,16,0,1,same,same,sam,JJ,0.28199895063255076,2.5379905556929585
san,4566,1,0,0,san,san,san,NNP,0.3522138890491458,3.169925001442312
sand,4567,3,0,0,sand,sand,sand,NN,0.5283208335737186,4.754887502163468
sandwich,4568,1,0,0,sandwich,sandwich,sandwich,NN,0.3522138890491458,3.169925001442312
sandwiches,4569,1,0,0,sandwich,sandwich,sandwich,NNS,0.3522138890491458,3.169925001442312
sang,4570,2,0,0,sang,sang,sang,NN,0.48220555587606934,4.339850002884624
sank,4571,4,0,0,sank,sank,sank,VBD,0.5199666673076944,4.6797000057692495
santa,4572,3,0,0,santa,santa,sant,NNP,0.3522138890491458,3.169925001442312
sardinesinthebox,4573,1,0,0,sardinesinthebox,sardinesinthebox,sardinesinthebox,JJ,0.3522138890491458,3.169925001442312
sat,4574,32,0,0,sat,sat,sat,VBD,0.0,0.0
satisfaction,4575,3,0,0,satisfact,satisfact,satisfact,NN,0.5283208335737186,4.754887502163468
satisfactorily,4576,1,0,0,satisfactorili,satisfactorili,satisfact,RB,0.3522138890491458,3.169925001442312
satisfactory,4577,1,0,0,satisfactori,satisfactori,satisfact,JJ,0.3522138890491458,3.169925001442312
satisfy,4578,1,0,0,satisfi,satisfi,satisfy,VB,0.3522138890491458,3.169925001442312
saturday,4579,5,0,0,saturday,saturday,saturday,NNP,0.4711093925305277,4.23998453277475
saucer,4580,1,0,0,saucer,saucer,sauc,NN,0.3522138890491458,3.169925001442312
sauntered,4581,3,0,0,saunter,saunter,saunt,VBN,0.5283208335737186,4.754887502163468
sausages,4582,1,0,0,sausag,sausag,saus,NNS,0.3522138890491458,3.169925001442312
sauterne,4583,1,0,0,sautern,sautern,sautern,NNP,0.3522138890491458,3.169925001442312
savage,4584,2,0,0,savag,savag,sav,NN,0.48220555587606934,4.339850002884624
savagely,4585,2,0,0,savag,savag,sav,RB,0.3522138890491458,3.169925001442312
save,4586,3,0,0,save,save,sav,VB,0.5283208335737186,4.754887502163468
savours,4587,1,0,0,savour,savour,savo,NNS,0.3522138890491458,3.169925001442312
savoury,4588,1,0,0,savouri,savouri,savoury,JJ,0.3522138890491458,3.169925001442312
saw,4589,52,0,0,saw,saw,saw,VBD,0.0,0.0
sawdust,4590,1,0,0,sawdust,sawdust,sawdust,NN,0.3522138890491458,3.169925001442312
saxophones,4591,2,0,0,saxophon,saxophon,saxophon,NNS,0.48220555587606934,4.339850002884624
say,4592,37,0,0,say,say,say,VBP,0.0,0.0
sayhowdedo,4593,1,0,0,sayhowdedo,sayhowdedo,sayhowdedo,NN,0.3522138890491458,3.169925001442312
saying,4594,11,0,0,say,say,say,VBG,0.28199895063255076,2.5379905556929585
says,4595,7,0,0,say,say,say,VBZ,0.5199666673076944,4.6797000057692495
scales,4596,1,0,0,scale,scale,scal,NNS,0.3522138890491458,3.169925001442312
scalloped,4597,1,0,0,scallop,scallop,scallop,NN,0.3522138890491458,3.169925001442312
scampered,4598,1,0,0,scamper,scamper,scamp,VBN,0.3522138890491458,3.169925001442312
scandal,4599,1,0,0,scandal,scandal,scand,NN,0.3522138890491458,3.169925001442312
scandalthen,4600,1,0,0,scandalthen,scandalthen,scandalth,NN,0.3522138890491458,3.169925001442312
scanty,4601,1,0,0,scanti,scanti,scanty,JJ,0.3522138890491458,3.169925001442312
scarcely,4602,7,0,0,scarc,scarc,scarc,RB,0.5283208335737186,4.754887502163468
scared,4603,3,0,0,scare,scare,scar,VBN,0.5283208335737186,4.754887502163468
scattered,4604,1,0,0,scatter,scatter,scat,VBD,0.3522138890491458,3.169925001442312
scene,4605,7,0,0,scene,scene,scen,NN,0.4711093925305277,4.23998453277475
sceneespecially,4606,1,0,0,sceneespeci,sceneespeci,sceneespec,RB,0.3522138890491458,3.169925001442312
scenehis,4607,1,0,0,scenehi,scenehi,sceneh,JJ,0.3522138890491458,3.169925001442312
scenes,4608,2,0,0,scene,scene,scen,NNS,0.3522138890491458,3.169925001442312
sceptically,4609,1,0,0,sceptic,sceptic,sceiv,RB,0.3522138890491458,3.169925001442312
scepticism,4610,3,0,0,sceptic,sceptic,sceiv,NN,0.5283208335737186,4.754887502163468
schedule,4611,2,0,0,schedul,schedul,schedule,NN,0.48220555587606934,4.339850002884624
schoen,4612,1,0,0,schoen,schoen,schoen,NNP,0.3522138890491458,3.169925001442312
school,4613,2,0,0,school,school,school,NN,0.48220555587606934,4.339850002884624
schraeders,4614,1,0,0,schraeder,schraeder,schraeders,NNP,0.3522138890491458,3.169925001442312
schultzes,4615,1,0,0,schultz,schultz,schultzes,NNP,0.3522138890491458,3.169925001442312
schwartz,4616,1,0,0,schwartz,schwartz,schwartz,NNP,0.3522138890491458,3.169925001442312
science,4617,2,0,0,scienc,scienc,sci,NN,0.48220555587606934,4.339850002884624
scientific,4618,2,0,0,scientif,scientif,sci,JJ,0.3522138890491458,3.169925001442312
scolded,4619,1,0,0,scold,scold,scold,VBN,0.3522138890491458,3.169925001442312
scolding,4620,3,0,0,scold,scold,scold,JJ,0.48220555587606934,4.339850002884624
scorn,4621,4,0,0,scorn,scorn,scorn,NN,0.48220555587606934,4.339850002884624
scornful,4622,2,0,0,scorn,scorn,scorn,JJ,0.48220555587606934,4.339850002884624
scrawled,4623,1,0,0,scrawl,scrawl,scrawled,VBN,0.3522138890491458,3.169925001442312
scrawny,4624,1,0,0,scrawni,scrawni,scrawny,JJ,0.3522138890491458,3.169925001442312
screaming,4625,1,0,0,scream,scream,screaming,VBG,0.3522138890491458,3.169925001442312
screens,4626,1,0,0,screen,screen,screens,VBZ,0.3522138890491458,3.169925001442312
scrolls,4627,1,0,0,scroll,scroll,scrolls,NNS,0.3522138890491458,3.169925001442312
scrubbingbrushes,4628,1,0,0,scrubbingbrush,scrubbingbrush,scrubbingbrushes,NNS,0.3522138890491458,3.169925001442312
scrutinized,4629,2,0,0,scrutin,scrutin,scrutinized,VBD,0.48220555587606934,4.339850002884624
scrutiny,4630,1,0,0,scrutini,scrutini,scrutiny,NN,0.3522138890491458,3.169925001442312
scullys,4631,1,0,0,sculli,sculli,scul,NNP,0.3522138890491458,3.169925001442312
scurried,4632,1,0,0,scurri,scurri,scurry,VBN,0.3522138890491458,3.169925001442312
sea,4633,8,0,0,sea,sea,sea,NN,0.28199895063255076,2.5379905556929585
seaboard,4634,1,0,0,seaboard,seaboard,seaboard,VBD,0.3522138890491458,3.169925001442312
seachange,4635,1,0,0,seachang,seachang,seachang,NN,0.3522138890491458,3.169925001442312
search,4636,1,0,0,search,search,search,VB,0.3522138890491458,3.169925001442312
searched,4637,3,0,0,search,search,search,VBN,0.5283208335737186,4.754887502163468
searching,4638,2,0,0,search,search,search,VBG,0.48220555587606934,4.339850002884624
searchingly,4639,1,0,0,searchingli,search,search,RB,0.3522138890491458,3.169925001442312
seas,4640,1,0,0,sea,sea,sea,NNP,0.3522138890491458,3.169925001442312
season,4641,4,0,0,season,season,season,NN,0.5283208335737186,4.754887502163468
seat,4642,2,0,0,seat,seat,seat,NN,0.3522138890491458,3.169925001442312
seats,4643,2,0,0,seat,seat,seat,NNS,0.48220555587606934,4.339850002884624
seawardand,4644,1,0,0,seawardand,seawardand,seawardand,NN,0.3522138890491458,3.169925001442312
second,4645,9,0,0,second,second,second,JJ,0.4711093925305277,4.23998453277475
secrecy,4646,1,0,0,secreci,secreci,secrecy,NN,0.3522138890491458,3.169925001442312
secret,4647,7,0,0,secret,secret,secret,JJ,0.4711093925305277,4.23998453277475
secretary,4648,1,0,0,secretari,secretari,secret,NN,0.3522138890491458,3.169925001442312
secretly,4649,1,0,0,secretli,secret,secret,RB,0.3522138890491458,3.169925001442312
secrets,4650,1,0,0,secret,secret,secret,NNS,0.3522138890491458,3.169925001442312
secure,4651,2,0,0,secur,secur,sec,JJ,0.48220555587606934,4.339850002884624
securely,4652,1,0,0,secur,secur,sec,RB,0.3522138890491458,3.169925001442312
securities,4653,2,0,0,secur,secur,sec,NNS,0.48220555587606934,4.339850002884624
security,4654,1,0,0,secur,secur,sec,NN,0.3522138890491458,3.169925001442312
sedative,4655,1,0,0,sed,sedat,sed,JJ,0.3522138890491458,3.169925001442312
see,4656,81,0,0,see,see,see,VB,0.0,0.0
seeing,4657,3,0,0,see,see,see,VBG,0.48220555587606934,4.339850002884624
seeking,4658,1,0,0,seek,seek,seek,VBG,0.3522138890491458,3.169925001442312
seem,4659,4,0,0,seem,seem,seem,VBP,0.5283208335737186,4.754887502163468
seemed,4660,39,0,0,seem,seem,seem,VBD,0.0,0.0
seems,4661,1,0,0,seem,seem,seem,VBZ,0.3522138890491458,3.169925001442312
seen,4662,31,0,0,seen,seen,seen,VBN,0.1510444457264999,1.359400011538499
sees,4663,2,0,0,see,see,see,VBZ,0.48220555587606934,4.339850002884624
segg,4664,1,0,0,segg,segg,seg,NN,0.3522138890491458,3.169925001442312
seized,4665,2,0,0,seiz,seiz,seiz,VBD,0.48220555587606934,4.339850002884624
seizes,4666,1,0,0,seiz,seiz,seiz,VBZ,0.3522138890491458,3.169925001442312
selected,4667,1,0,0,select,select,select,VBD,0.3522138890491458,3.169925001442312
selection,4668,1,0,0,select,select,select,NN,0.3522138890491458,3.169925001442312
selfabsorption,4669,1,0,0,selfabsorpt,selfabsorpt,selfabsorb,NN,0.3522138890491458,3.169925001442312
selfconsciously,4670,1,0,0,selfconsci,selfconsci,selfconscy,RB,0.3522138890491458,3.169925001442312
selfcontrol,4671,3,0,0,selfcontrol,selfcontrol,selfcontrol,NN,0.3522138890491458,3.169925001442312
selfish,4672,1,0,0,selfish,selfish,self,JJ,0.3522138890491458,3.169925001442312
selfsufficiency,4673,1,0,0,selfsuffici,selfsuffici,selfsufficy,NN,0.3522138890491458,3.169925001442312
sell,4674,3,0,0,sell,sell,sel,VB,0.48220555587606934,4.339850002884624
selling,4675,2,0,0,sell,sell,sel,VBG,0.48220555587606934,4.339850002884624
semifinal,4676,1,0,0,semifin,semifin,semifin,JJ,0.3522138890491458,3.169925001442312
senator,4677,1,0,0,senat,senat,sen,NN,0.3522138890491458,3.169925001442312
send,4678,2,0,0,send,send,send,VB,0.48220555587606934,4.339850002884624
sender,4679,1,0,0,sender,sender,send,NN,0.3522138890491458,3.169925001442312
sends,4680,2,0,0,send,send,send,VBZ,0.48220555587606934,4.339850002884624
senile,4681,1,0,0,senil,senil,senil,NN,0.3522138890491458,3.169925001442312
senior,4682,1,0,0,senior,senior,seny,JJ,0.3522138890491458,3.169925001442312
sensation,4683,2,0,0,sensat,sensat,sens,NN,0.3522138890491458,3.169925001442312
sense,4684,3,0,0,sens,sens,sens,NN,0.5283208335737186,4.754887502163468
senselessness,4685,1,0,0,senseless,senseless,senseless,NN,0.3522138890491458,3.169925001442312
sensibilities,4686,1,0,0,sensibl,sensibl,sens,NNS,0.3522138890491458,3.169925001442312
sensitivity,4687,1,0,0,sensit,sensit,sensit,NN,0.3522138890491458,3.169925001442312
sensuous,4688,2,0,0,sensuou,sensuous,sensu,JJ,0.3522138890491458,3.169925001442312
sensuously,4689,1,0,0,sensuous,sensuous,sensu,RB,0.3522138890491458,3.169925001442312
sent,4690,16,0,0,sent,sent,sent,VBD,0.0,0.0
sentence,4691,2,0,0,sentenc,sentenc,sent,NN,0.48220555587606934,4.339850002884624
sentences,4692,1,0,0,sentenc,sentenc,sent,NNS,0.3522138890491458,3.169925001442312
sentimental,4693,4,0,0,sentiment,sentiment,senty,JJ,0.48220555587606934,4.339850002884624
sentimentality,4694,1,0,0,sentiment,sentiment,senty,NN,0.3522138890491458,3.169925001442312
separate,4695,1,0,0,separ,separ,sep,VB,0.3522138890491458,3.169925001442312
separated,4696,2,0,0,separ,separ,sep,VBN,0.48220555587606934,4.339850002884624
september,4697,2,0,0,septemb,septemb,septemb,NNP,0.3522138890491458,3.169925001442312
septic,4698,1,0,0,septic,septic,sept,JJ,0.3522138890491458,3.169925001442312
serfs,4699,1,0,0,serf,serf,serf,VBN,0.3522138890491458,3.169925001442312
series,4700,9,0,0,seri,seri,sery,NN,0.5199666673076944,4.6797000057692495
servant,4701,1,0,0,servant,servant,serv,NN,0.3522138890491458,3.169925001442312
servants,4702,7,0,0,servant,servant,serv,NNS,0.4711093925305277,4.23998453277475
served,4703,3,0,0,serv,serv,serv,VBN,0.48220555587606934,4.339850002884624
service,4704,3,0,0,servic,servic,serv,NN,0.5283208335737186,4.754887502163468
set,4705,16,0,0,set,set,set,NN,0.0,0.0
settee,4706,2,0,0,sette,sette,set,NN,0.48220555587606934,4.339850002884624
setting,4707,1,0,0,set,set,set,VBG,0.3522138890491458,3.169925001442312
settle,4708,1,0,0,settl,settl,settl,VB,0.3522138890491458,3.169925001442312
settled,4709,1,0,0,settl,settl,settl,VBN,0.3522138890491458,3.169925001442312
settler,4710,1,0,0,settler,settler,settl,NN,0.3522138890491458,3.169925001442312
seven,4711,4,0,0,seven,seven,sev,CD,0.48220555587606934,4.339850002884624
seventeen,4712,1,0,0,seventeen,seventeen,seventeen,NN,0.3522138890491458,3.169925001442312
seventeenyearold,4713,1,0,0,seventeenyearold,seventeenyearold,seventeenyearold,JJ,0.3522138890491458,3.169925001442312
seventyfive,4714,1,0,0,seventyf,seventyf,seventyf,NN,0.3522138890491458,3.169925001442312
several,4715,17,0,0,sever,sever,sev,JJ,0.0,0.0
sh,4716,2,0,0,sh,sh,sh,NNP,0.48220555587606934,4.339850002884624
shade,4717,2,0,0,shade,shade,shad,NN,0.3522138890491458,3.169925001442312
shaded,4718,1,0,0,shade,shade,shad,VBD,0.3522138890491458,3.169925001442312
shades,4719,1,0,0,shade,shade,shad,NNS,0.3522138890491458,3.169925001442312
shading,4720,1,0,0,shade,shade,shad,VBG,0.3522138890491458,3.169925001442312
shadow,4721,9,0,0,shadow,shadow,shadow,NN,0.3899750004807708,3.5097750043269373
shadowed,4722,1,0,0,shadow,shadow,shadow,VBN,0.3522138890491458,3.169925001442312
shadows,4723,3,0,0,shadow,shadow,shadow,NNS,0.5283208335737186,4.754887502163468
shadowy,4724,1,0,0,shadowi,shadowi,shadowy,NN,0.3522138890491458,3.169925001442312
shafters,4725,1,0,0,shafter,shafter,shaft,NNP,0.3522138890491458,3.169925001442312
shake,4726,3,0,0,shake,shake,shak,VB,0.5283208335737186,4.754887502163468
shakes,4727,1,0,0,shake,shake,shak,NNS,0.3522138890491458,3.169925001442312
shaking,4728,6,0,0,shake,shake,shak,VBG,0.5199666673076944,4.6797000057692495
shall,4729,4,0,0,shall,shall,shal,MD,0.48220555587606934,4.339850002884624
shallows,4730,1,0,0,shallow,shallow,shallow,NNS,0.3522138890491458,3.169925001442312
shame,4731,2,0,0,shame,shame,sham,NN,0.48220555587606934,4.339850002884624
shape,4732,8,0,0,shape,shape,shap,NN,0.28199895063255076,2.5379905556929585
shaped,4733,1,0,0,shape,shape,shap,VBD,0.3522138890491458,3.169925001442312
shapes,4734,1,0,0,shape,shape,shap,NNS,0.3522138890491458,3.169925001442312
share,4735,3,0,0,share,share,shar,NN,0.5283208335737186,4.754887502163468
sharing,4736,1,0,0,share,share,shar,VBG,0.3522138890491458,3.169925001442312
sharp,4737,7,0,0,sharp,sharp,sharp,JJ,0.4711093925305277,4.23998453277475
sharper,4738,1,0,0,sharper,sharper,sharp,NN,0.3522138890491458,3.169925001442312
sharply,4739,7,0,0,sharpli,sharpli,sharply,RB,0.4711093925305277,4.23998453277475
shaved,4740,1,0,0,shave,shave,shav,VBN,0.3522138890491458,3.169925001442312
shawls,4741,1,0,0,shawl,shawl,shawl,VBZ,0.3522138890491458,3.169925001442312
she,4742,407,0,1,she,she,she,PRP,0.0,0.0
shed,4743,1,0,0,shed,shed,shed,VBN,0.3522138890491458,3.169925001442312
sheep,4744,1,0,0,sheep,sheep,sheep,JJ,0.3522138890491458,3.169925001442312
sheepishly,4745,1,0,0,sheepishli,sheepish,sheep,RB,0.3522138890491458,3.169925001442312
sheer,4746,3,0,0,sheer,sheer,she,NN,0.5283208335737186,4.754887502163468
sheet,4747,1,0,0,sheet,sheet,sheet,NN,0.3522138890491458,3.169925001442312
sheets,4748,1,0,0,sheet,sheet,sheet,NNS,0.3522138890491458,3.169925001442312
sheik,4749,1,0,0,sheik,sheik,sheik,NNP,0.3522138890491458,3.169925001442312
shelf,4750,2,0,0,shelf,shelf,shelf,NN,0.48220555587606934,4.339850002884624
shellrimmed,4751,1,0,0,shellrim,shellrim,shellrim,JJ,0.3522138890491458,3.169925001442312
shelves,4752,1,0,0,shelv,shelv,shelv,NNS,0.3522138890491458,3.169925001442312
shift,4753,1,0,0,shift,shift,shift,NN,0.3522138890491458,3.169925001442312
shifted,4754,2,0,0,shift,shift,shift,VBD,0.48220555587606934,4.339850002884624
shifting,4755,2,0,0,shift,shift,shift,VBG,0.3522138890491458,3.169925001442312
shiftless,4756,1,0,0,shiftless,shiftless,shiftless,JJ,0.3522138890491458,3.169925001442312
shiftlessness,4757,1,0,0,shiftless,shiftless,shiftless,NN,0.3522138890491458,3.169925001442312
shining,4758,6,0,0,shine,shine,shin,VBG,0.5283208335737186,4.754887502163468
ships,4759,1,0,0,ship,ship,ship,NNS,0.3522138890491458,3.169925001442312
shirt,4760,2,0,0,shirt,shirt,shirt,NN,0.3522138890491458,3.169925001442312
shirtfront,4761,1,0,0,shirtfront,shirtfront,shirtfront,NN,0.3522138890491458,3.169925001442312
shirts,4762,6,0,0,shirt,shirt,shirt,NNS,0.3522138890491458,3.169925001442312
shirtwaist,4763,2,0,0,shirtwaist,shirtwaist,shirtwa,NN,0.3522138890491458,3.169925001442312
shiver,4764,1,0,0,shiver,shiver,shiv,NN,0.3522138890491458,3.169925001442312
